,Unnamed: 0.1,Unnamed: 0,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel,MagnetX_noDC,MagnetY_noDC,tile_number,tile_centre_RA,tile_centre_DEC,Filler_Galaxy
102,102,25,901005402403721,303.49598740864144,-56.96180344330075,5.5052900314331055,0.0596389677375555,10.450543866829449,-999999.0,16.34685516357422,15.67145824432373,15.45481693342915,15.156645774841309,20.618233943808647,-99999.0,False,0.3864709732011929,A3667,1.0,,,,,,,,,,,,,,0.8920382301450687,22.021160125732425,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,206837.7888732589,-95823.74591022349,5,302.58077595345003,-56.5378045675918,False
103,103,283,901005561302063,302.76985512717243,-56.52995625913664,3.2988412380218506,0.0541447563006957,10.375218815661832,-999999.0,17.170398712158203,16.271408081054688,15.931914217681353,15.673694610595703,20.106089837470105,-99999.0,True,0.5471727387347775,A3667,1.0,,,,,,,,,,,,,,1.2384844944768505,13.195364952087402,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,42731.89326126351,1773.7177108659948,5,302.58077595345003,-56.5378045675918,False
104,104,254,901005402104477,302.16291541839223,-56.9402479236462,5.256712913513184,0.0531451571732759,10.545462876262306,-999999.0,16.39830207824707,15.50318717956543,15.404176632369465,14.862225532531738,20.34963315833736,-99999.0,True,0.8268958658672622,A3667,1.0,,,,,,,,,,,,,,0.9941254458776054,21.02685165405273,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-94436.4809230624,-90952.198468294,5,302.58077595345003,-56.5378045675918,False
105,105,220,901005481504212,302.5824997394347,-56.74673245618896,3.4508097171783447,0.0565652895859564,10.769028737693706,-999999.0,16.4980411529541,15.541006088256836,15.213077247029537,14.864538192749023,19.473485831506377,-99999.0,True,0.46940599012985,A3667,1.0,,,,,,,,,,,,,,1.2849639059245668,13.80323886871338,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,389.5756325345019,-47217.70282295805,5,302.58077595345003,-56.5378045675918,False
106,106,17,901005481605292,303.0897157824939,-56.79882325620773,9.056924819946287,0.0514676589518785,10.56931460223379,-999999.0,15.55307388305664,14.828359603881836,14.89207245116228,14.294504165649414,20.856138099367968,-99999.0,False,0.0481250380684074,A3667,1.0,,,,,,,,,,,,,,0.6610014318943609,36.22769927978516,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,115020.40136391418,-58990.22362720109,5,302.58077595345003,-56.5378045675918,False
107,107,305,901005402401084,303.38702753345035,-56.994836775648366,2.18107271194458,0.0478433817625045,9.989545449361904,-999999.0,17.921287536621094,17.038541793823242,16.65195069525723,16.419326782226562,19.974767196551387,-99999.0,True,0.3493185578666257,A3667,1.0,,,,,,,,,,,,,,1.269336841363863,8.72429084777832,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,182212.85708007257,-103289.27902078423,5,302.58077595345003,-56.5378045675918,False
108,108,347,901005402207116,302.723422628288,-57.07162889783071,2.546081066131592,0.0535577628761529,9.79475054197569,-999999.0,18.31226348876953,17.519073486328125,17.12055578625776,16.913551330566406,20.79130930450461,-99999.0,True,0.5045454036266819,A3667,1.0,,,,,,,,,,,,,,1.1917077025117706,10.184324264526367,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,32238.148513382726,-120644.29863399468,5,302.58077595345003,-56.5378045675918,False
109,109,104,901005402502419,303.9020581975139,-57.00570782574154,1.888264536857605,0.0394200012087821,8.756583854000057,-999999.0,20.1600341796875,19.351470947265625,19.014081767187,18.82410049438477,21.974659813052707,-99999.0,False,0.7244900211493271,A3667,0.0,,,,,,,,,,,,,,1.1459524125005025,7.55305814743042,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,5.0,298609.78715843376,-105746.13634184112,5,302.58077595345003,-56.5378045675918,False
110,110,256,901005402300920,302.9272205552218,-57.00516496664386,2.6988718509674072,0.0586903411895036,9.984595306678182,-999999.0,18.21105194091797,17.343761444091797,17.010929464242555,16.763893127441406,20.74254744423958,-99999.0,True,0.3194099790835125,A3667,1.0,,,,,,,,,,,,,,1.2001224766754142,10.795487403869627,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,78296.48000042528,-105623.45018576598,5,302.58077595345003,-56.5378045675918,False
111,111,290,901005481306729,301.82360084748126,-56.63964225417092,2.840522050857544,0.0519000142812728,10.47599028332742,-999999.0,17.044876098632812,16.132511138916016,15.673630757992637,15.491506576538086,19.642376645835466,-99999.0,True,1.1383300485653387,A3667,1.0,,,,,,,,,,,,,,1.3712453406401757,11.362088203430176,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-171121.573948942,-23015.31716688201,5,302.58077595345003,-56.5378045675918,False
112,112,287,901005402302192,302.97946610235107,-56.93095691542492,5.329627990722656,0.0482721257524806,10.702120876633142,-999999.0,16.06744956970215,15.148056030273438,14.943536549360946,14.49220848083496,20.024415193150308,-99999.0,True,0.1981776380475727,A3667,1.0,,,,,,,,,,,,,,1.1239130203412024,21.318511962890625,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,90103.97365163488,-88852.43061028578,5,302.58077595345003,-56.5378045675918,False
113,113,52,901005641310182,301.71887426798395,-56.26976639693567,3.821394205093384,0.0537128485739231,9.766597614148136,-999999.0,17.3885555267334,16.78435707092285,16.644257844971534,16.388996124267578,20.93834095610437,-99999.0,False,1.4763912900735197,A3667,1.0,,,,,,,,,,,,,,0.7442976817618643,15.285576820373535,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-194789.7809153341,60576.62656828456,5,302.58077595345003,-56.5378045675918,False
114,114,222,901005481607306,303.16975568997435,-56.86313948999818,2.4754061698913574,0.0564388322333494,10.407311471740217,-999999.0,17.25713539123535,16.333097457885742,16.04538219361131,15.688114166259766,19.544204484999145,-99999.0,True,0.0738164027706821,A3667,1.0,,,,,,,,,,,,,,1.2117531976240414,9.90162467956543,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,133109.4204544969,-16960.337663906146,6,302.58077595345003,-56.78809374812249,False
115,115,102,901005323609655,303.27942285829965,-57.283738863099565,3.606921672821045,0.034977613016963,9.463012998652122,-999999.0,17.22187042236328,16.760942459106445,16.37617437526307,16.470046997070312,20.78950069769149,-99999.0,False,0.7241484206122133,A3667,0.0,,,,,,,,,,,,,,0.845696047100212,14.42768669128418,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,157894.20049601517,-112015.79598481848,6,302.58077595345003,-56.78809374812249,False
116,116,205,901005323507612,302.7573578669874,-57.28726824627296,4.773557186126709,0.0558127481490373,10.624743496963612,-999999.0,17.046451568603516,16.04156494140625,15.58657956636715,15.27786350250244,20.67865027154638,-99999.0,True,0.7768617533397327,A3667,1.0,,,,,,,,,,,,,,1.4598720022363665,19.09422874450684,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,39907.51245944056,-112813.43658200548,6,302.58077595345003,-56.78809374812249,False
117,117,105,901005245600836,303.5744812284737,-57.49757003744392,6.376820087432861,0.0552020016565127,10.53536337767724,-999999.0,15.74745750427246,15.119897842407228,15.084243114876683,14.648405075073242,20.385793345053937,-99999.0,False,1.1129257514834394,A3667,1.0,,,,,,,,,,,,,,0.6632143893957778,25.507280349731445,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,224577.3921553498,-160341.64138664305,6,302.58077595345003,-56.78809374812249,False
118,118,280,901005402305667,303.12568575635646,-57.00232369606913,1.6704596281051636,0.0531248813475652,10.09940788670599,-999999.0,17.938329696655273,17.028522491455078,16.652339236340527,16.401721954345703,19.385577093255648,-99999.0,True,0.2731048570353031,A3667,1.0,,,,,,,,,,,,,,1.2859904603147465,6.681838512420654,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,123149.61545685356,-48415.96823594101,6,302.58077595345003,-56.78809374812249,False
119,119,315,901005323710588,303.7886155257863,-57.17548249710104,4.012728214263916,0.0568825086820962,10.948751587952607,-999999.0,16.109153747558594,15.145034790039062,14.776503020654376,14.45368766784668,19.40510819962044,-99999.0,True,0.7876535117830571,A3667,1.0,,,,,,,,,,,,,,1.3326507269042178,16.050912857055664,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,272971.7433480032,-87549.85726915108,6,302.58077595345003,-56.78809374812249,False
120,120,225,901005561209083,302.5794713400529,-56.39923112705669,1.972947359085083,0.0567149631679058,9.747811125479185,-999999.0,18.69582748413086,17.83246421813965,17.480229867915472,17.24608039855957,20.550916389075983,-99999.0,True,0.806902931217533,A3667,1.0,,,,,,,,,,,,,,1.215597616215387,7.891789436340332,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-294.8426277469025,87882.95236087184,6,302.58077595345003,-56.78809374812249,False
121,121,21,901005481710330,303.74696320367605,-56.827439788135656,2.651968479156494,0.061536218971014,9.98211164900988,-999999.0,17.20302963256836,16.599119186401367,16.373542325325317,16.194896697998047,19.959835657204312,-99999.0,False,0.5386024888192154,A3667,1.0,,,,,,,,,,,,,,0.829487307243042,10.607873916625977,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,263558.3185510798,-8892.205042975163,6,302.58077595345003,-56.78809374812249,False
122,122,149,901005481507628,302.7219547184092,-56.83928049213332,9.145511627197266,0.0644192966915675,10.451446985948149,-999999.0,16.768442153930664,15.979657173156738,15.86314939841736,15.403153419494627,22.028571885995405,-99999.0,False,0.3339740116589724,A3667,1.0,,,,,,,,,,,,,,0.9052927555133028,36.58204650878906,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,31906.4008807776,-11568.20414644703,6,302.58077595345003,-56.78809374812249,False
123,123,117,901005561202471,302.336341377619,-56.44375080395999,2.747113943099976,0.0502699986100196,9.774184693750191,-999999.0,17.270488739013672,16.698230743408203,16.359841156976813,16.302701950073242,20.135488791109296,-99999.0,False,0.8926633992156077,A3667,1.0,,,,,,,,,,,,,,0.9106475820368588,10.988455772399902,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-55242.214137807765,77821.50538072467,6,302.58077595345003,-56.78809374812249,False
124,124,291,901005402408048,303.6729208785857,-56.882214952189415,4.693095684051514,0.0544608016670471,10.284079769179492,-999999.0,17.343162536621094,16.43048095703125,16.25042014124115,15.796947479248049,21.03065268282284,-99999.0,True,0.4830074387383871,A3667,1.0,,,,,,,,,,,,,,1.092742395379943,18.77238273620605,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,246824.753080668,-21271.39211912456,6,302.58077595345003,-56.78809374812249,False
125,125,354,901005481607397,303.17406201271046,-56.76641038257112,2.020739793777466,0.0615789052098989,10.170151107962402,-999999.0,18.00598907470703,17.1033878326416,16.73537026077767,16.48148536682129,19.873814484224443,-99999.0,True,0.1069642677130582,A3667,1.0,,,,,,,,,,,,,,1.2706188139293602,8.082959175109863,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,134082.64939285847,4900.440614610815,6,302.58077595345003,-56.78809374812249,False
126,126,367,901005481508804,302.7640513594626,-56.63845999413252,1.818251729011536,0.0599647052586078,9.75637484456156,-999999.0,18.912965774536133,18.02825736999512,17.635457424827802,17.428184509277344,20.56940209784486,-99999.0,True,0.4180926481891142,A3667,1.0,,,,,,,,,,,,,,1.2775083497083308,7.273006916046143,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,41420.24175884069,33817.22840173416,6,302.58077595345003,-56.78809374812249,False
127,127,190,901005481508302,302.7452465324511,-56.72439115262188,4.036866188049316,0.0556774549186229,10.138680733713867,-999999.0,17.797243118286133,16.875911712646484,16.656296489903465,16.2513427734375,21.149008163782973,-99999.0,True,0.352136816177257,A3667,1.0,,,,,,,,,,,,,,1.140946628382668,16.147464752197266,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,37170.35085424641,14396.786583139034,6,302.58077595345003,-56.78809374812249,False
128,128,239,901005481601195,302.9151596662735,-56.82786244686436,2.283681154251098,0.0630626901984214,10.098243861583049,-999999.0,18.1749267578125,17.298038482666016,16.923092192439917,16.69986915588379,20.33409050418017,-99999.0,True,0.1690932341182229,A3667,1.0,,,,,,,,,,,,,,1.251834565372583,9.134724617004396,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,75570.7190981035,-8987.725915661855,6,302.58077595345003,-56.78809374812249,False
129,129,302,901005402401773,303.4158853428095,-56.87699642984834,3.776257991790772,0.0551277566701173,10.05402570966072,-999999.0,17.67364501953125,16.850234985351562,16.62825817054507,16.29779052734375,20.978417954040697,-99999.0,True,0.268356730521501,A3667,1.0,,,,,,,,,,,,,,1.0453868489861795,15.105031967163086,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,188734.72199523463,-20092.006070041705,6,302.58077595345003,-56.78809374812249,False
130,130,351,901005481807814,304.07875270529433,-56.83031600602361,2.3178393840789795,0.0587147325277328,10.480172922509809,-999999.0,17.07093048095703,16.189767837524414,15.8080315116548,15.575305938720703,19.2580592092678,-99999.0,True,0.8208663844350135,A3667,1.0,,,,,,,,,,,,,,1.2628989693022312,9.271357536315918,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,338542.74591681303,-9542.230285652266,6,302.58077595345003,-56.78809374812249,False
131,131,121,901005402300259,302.9005743577777,-56.9249672292014,5.4366302490234375,0.0618673570147271,10.534569648729995,-999999.0,16.303817749023438,15.587871551513672,15.33464019360716,15.041366577148438,20.50739521914287,-99999.0,False,0.2369676723669043,A3667,1.0,,,,,,,,,,,,,,0.9691775554162768,21.74652099609375,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,72274.43937805673,-30933.406723833174,6,302.58077595345003,-56.78809374812249,False
132,132,16,901005561501611,303.6710273741032,-56.58087413546791,2.271747589111328,0.0564736630767583,9.636449416797758,-999999.0,18.443021774291992,17.737060546875,17.40051454511526,17.28082847595215,20.761735607762542,-99999.0,False,0.6102233931096368,A3667,1.0,,,,,,,,,,,,,,1.0425072291767314,9.086990356445312,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,246396.82106761108,46831.63245993584,6,302.58077595345003,-56.78809374812249,False
133,133,178,901005561312032,303.13737675922044,-56.46642401186743,1.6256937980651855,0.0570078864693641,9.836261913724208,-999999.0,18.52880096435547,17.65622901916504,17.330056636670907,17.061216354370117,19.95429744552544,-99999.0,True,0.5607074765626169,A3667,1.0,,,,,,,,,,,,,,1.1987443276845615,6.502775192260742,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,238165.762556906,-21578.23093958298,7,302.0835459514465,-56.37094511390468,False
134,134,3,901005401905022,301.3118248104091,-57.10638534896111,8.232108116149902,0.0157193560153245,8.353933334885754,-999999.0,18.16496658325196,17.567289352416992,17.577724018332425,17.22871971130371,23.38771936208053,-99999.0,False,1.5880767734488883,A3667,0.0,,,,,,,,,,,,,,0.5872425649195279,32.92843246459961,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-174408.97787445318,-166209.4931227548,7,302.0835459514465,-56.37094511390468,False
135,135,137,901005803407502,301.93246775711754,-55.73403852300297,4.069699764251709,0.0155024817213416,8.902718191946624,-999999.0,17.38762664794922,16.694271087646484,16.422503040613286,16.246726989746094,20.9849576244289,-99999.0,False,1.9815972272041744,A3667,0.0,,,,,,,,,,,,,,0.9651236073359328,16.278799057006836,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-34143.6719183514,143940.88954378475,7,302.0835459514465,-56.37094511390468,False
136,136,187,901005561107830,302.10939202770766,-56.45461858903296,3.228232860565185,0.0607015080749988,9.640719256648278,-999999.0,19.05282592773437,18.217697143554688,17.853225033383495,17.61551284790039,22.005396094962496,-99999.0,True,1.0356298064265166,A3667,1.0,,,,,,,,,,,,,,1.1996008943508798,12.912931442260742,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,5841.213235015857,-18910.205378992672,7,302.0835459514465,-56.37094511390468,False
137,137,356,901005561308773,303.0183792734433,-56.41903499108136,3.872224569320679,0.0524194240570068,9.86360311243337,-999999.0,17.887832641601562,17.07097053527832,16.971847073565318,16.5079402923584,21.253647898197272,-99999.0,True,0.6392766479910009,A3667,1.0,,,,,,,,,,,,,,0.9159855680362448,15.488898277282717,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,211272.33077127484,-10868.312241931037,7,302.0835459514465,-56.37094511390468,False
138,138,79,901005641210608,301.3233482316444,-56.270595225134,9.52553653717041,0.0153120625764131,9.050854681957995,-999999.0,17.954782485961914,17.155006408691406,16.41857345338522,16.589365005493164,23.292328326374943,-99999.0,False,1.7615170430544174,A3667,0.0,,,,,,,,,,,,,,1.5362090325766928,38.10214614868164,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,5,1,9.0,-171804.6846752827,22679.074862172016,7,302.0835459514465,-56.37094511390468,False
139,139,116,901005402208617,302.7843170857014,-57.005519994989854,4.777214527130127,0.0529191909098236,10.398010117618774,-999999.0,16.61104393005371,15.8222017288208,15.5382389366863,15.225876808166504,20.460950132,-99999.0,False,0.3943054334933715,A3667,1.0,,,,,,,,,,,,,,1.072804993367411,19.108858108520508,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,158374.2763415994,-143413.92312525038,7,302.0835459514465,-56.37094511390468,False
140,140,252,901005803409422,302.017005703262,-55.78443597635072,2.831831932067871,0.058308195322752,10.23688780237562,-999999.0,17.498905181884766,16.611068725585938,16.28860218772438,15.973804473876951,20.11428078033815,-99999.0,True,1.8766847246776497,A3667,1.0,,,,,,,,,,,,,,1.2103029941603864,11.327327728271484,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-15038.096089705505,132551.06508719348,7,302.0835459514465,-56.37094511390468,False
141,141,191,901005481509118,302.776286981143,-56.7836750934027,2.232349634170532,0.052438193997939,10.177109049608188,-999999.0,17.64116668701172,16.712907791137695,16.41685744341796,16.067554473876953,19.699593550319207,-99999.0,True,0.2951237230322007,A3667,1.0,,,,,,,,,,,,,,1.2243092435937584,8.929398536682129,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,156559.47271140723,-93276.97536655355,7,302.0835459514465,-56.37094511390468,False
142,142,94,901005722500951,303.44736381751505,-56.01773121212469,4.90853214263916,0.0529276728630065,10.09513325144722,-999999.0,17.06972312927246,16.35988998413086,16.17435676337064,15.849876403808594,21.057522862061955,-99999.0,False,1.2902863934706073,A3667,1.0,,,,,,,,,,,,,,0.8953663659018218,19.63412857055664,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,308222.83773148776,79826.34180227724,7,302.0835459514465,-56.37094511390468,False
143,143,39,901005481504364,302.58846506167544,-56.75422585875233,4.838868618011475,0.0397800467908382,9.03566439650326,-999999.0,18.3572006225586,17.79201889038086,17.74830554264143,17.444860458374023,22.45861272497463,-99999.0,False,0.4614796675474948,A3667,0.0,,,,,,,,,,,,,,0.6088950799171648,19.3554744720459,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,3,2,9.0,114111.718911734,-86621.44833556957,7,302.0835459514465,-56.37094511390468,False
144,144,166,901005481602086,302.9519365894599,-56.81179119126013,2.7785768508911133,0.0384305138140916,9.139687021883368,-999999.0,17.930137634277344,17.51973533630371,17.21846074879084,17.2630558013916,20.981722083851857,-99999.0,False,0.1397873198586508,A3667,0.0,,,,,,,,,,,,,,0.7116768854865043,11.114307403564451,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,196256.2841910176,-99631.21348233224,7,302.0835459514465,-56.37094511390468,False
145,145,320,901005561406106,303.3965082052569,-56.46167284102044,2.3457343578338623,0.0569400005042552,9.601857416526196,-999999.0,19.02932548522949,18.1591796875,17.92291401448195,17.566688537597656,21.25344851414521,-99999.0,True,0.6170081327633123,A3667,1.0,,,,,,,,,,,,,,1.106411470747542,9.38293743133545,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,296729.46936114656,-20504.46632816232,7,302.0835459514465,-56.37094511390468,False
146,146,345,901005561206419,302.4841557667073,-56.60355629569862,1.6336485147476196,0.0571302510797977,9.91452599514384,-999999.0,18.4468936920166,17.55785369873047,17.167234906765298,16.954753875732422,19.866521491736066,-99999.0,True,0.639738687786981,A3667,1.0,,,,,,,,,,,,,,1.2796587852513035,6.534594058990479,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,90537.8182489393,-52570.1270854309,7,302.0835459514465,-56.37094511390468,False
147,147,106,901005803207577,301.0331937841686,-55.84984691410034,2.453289270401001,0.0155007485300302,9.052915414786824,-999999.0,17.432456970214844,16.63825798034668,16.27774202224512,16.09372329711914,19.82987645923325,-99999.0,False,2.350012354541789,A3667,0.0,,,,,,,,,,,,,,1.1547149479697223,9.813157081604004,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-237379.58980481347,117768.19315577974,7,302.0835459514465,-56.37094511390468,False
148,148,161,901005803702234,303.0472219409866,-55.78778111674431,3.5910067558288574,0.0410129465162754,8.630688770027657,-999999.0,19.571578979492188,19.034263610839844,18.66656403034476,18.72699737548828,23.05321940344146,-99999.0,False,1.6165923825120485,A3667,0.0,,,,,,,,,,,,,,0.9050149491474252,14.36402702331543,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,217790.77363606097,131795.06335824187,7,302.0835459514465,-56.37094511390468,False
149,149,35,901005641303671,301.471177774238,-56.1555402769978,6.888564109802246,0.0112784272059798,7.962910250835909,-999999.0,18.0345458984375,17.62316131591797,17.423066899762034,17.413881301879883,23.056679520705067,-99999.0,False,1.7542997359787376,A3667,0.0,,,,,,,,,,,,,,0.6114789986754658,27.554256439208984,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-138395.2080491231,48681.49314095431,7,302.0835459514465,-56.37094511390468,False
150,150,81,901005722009982,301.5585719510997,-56.04411844766451,4.464922428131104,0.0555628649890422,10.17323264818047,-999999.0,16.89295196533203,16.182910919189453,16.027068365307763,15.660858154296877,20.67485519103724,-99999.0,False,1.807902034795696,A3667,1.0,,,,,,,,,,,,,,0.8658836000242687,17.859689712524414,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-118644.12407838689,73862.82657027747,7,302.0835459514465,-56.37094511390468,False
151,151,307,901005481408963,302.33191809287865,-56.7752917790745,1.8009235858917236,0.0534915861984094,10.020744006533343,-999999.0,17.694786071777344,16.912456512451172,16.52943169055493,16.374711990356445,19.43280762355456,-99999.0,True,0.6705612867486112,A3667,1.0,,,,,,,,,,,,,,1.1653543812224143,7.203694343566895,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,56132.103963660935,-91382.34632838052,7,302.0835459514465,-56.37094511390468,False
152,152,285,901005561212306,302.69439915310096,-56.53253959984544,5.704766750335693,0.0472192840446973,10.960948208090144,-999999.0,15.440437316894531,14.51075553894043,14.296901874109489,13.830717086791992,19.53481968170111,-99999.0,True,0.5811467232721739,A3667,1.0,,,,,,,,,,,,,,1.1435354427850424,22.819067001342773,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,25678.84312111039,57755.23751061316,8,302.58077595345003,-56.78809374812249,False
153,153,364,901005323607431,303.19178119034825,-57.303356603892034,3.461875915527344,0.0564710404957184,10.77760036410836,-999999.0,16.423908233642578,15.489628791809082,15.093441299205589,14.826050758361816,19.42906096026565,-99999.0,True,0.743916343668873,A3667,1.0,,,,,,,,,,,,,,1.3304669344369895,13.847503662109377,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,138087.18353899827,-116449.40540391656,8,302.58077595345003,-56.78809374812249,False
154,154,215,901005323801135,303.88119693710325,-57.29740912896511,4.264456748962402,0.0542909353244271,10.357152472786169,-999999.0,17.142868041992188,16.214115142822266,16.078340334508756,15.5680513381958,20.606308394859656,-99999.0,True,0.977882669493054,A3667,1.0,,,,,,,,,,,,,,1.0645277074834318,17.05782699584961,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,293895.142305629,-115105.27607043103,8,302.58077595345003,-56.78809374812249,False
155,155,275,901005481501903,302.4922471958968,-56.66486885035255,1.716213583946228,0.0564965717494487,10.245581466660283,-999999.0,17.837783813476562,16.8897647857666,16.461893247631796,16.23236083984375,19.30549614309892,-99999.0,True,0.5868036841292581,A3667,1.0,,,,,,,,,,,,,,1.3758905658447669,6.864854335784912,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-20007.49920702458,27848.82689600738,8,302.58077595345003,-56.78809374812249,False
156,156,244,901005561410376,303.568970937441,-56.591711575352335,2.793429374694824,0.0563462308005203,10.29957704825256,-999999.0,17.397464752197266,16.48736572265625,16.237856100653797,15.858383178710938,19.96092888298337,-99999.0,True,0.5333487035401465,A3667,1.0,,,,,,,,,,,,,,1.1596086515434685,11.173717498779297,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,223332.0663819613,44382.37104605551,8,302.58077595345003,-56.78809374812249,False
157,157,169,901005402201832,302.5029482591036,-56.93766379095177,3.4709455966949463,0.0619317193826039,10.313060221405896,-999999.0,17.137523651123047,16.386310577392578,16.044271573089333,15.833751678466797,20.331424292278484,-99999.0,False,0.5469015310903985,A3667,1.0,,,,,,,,,,,,,,1.0932520780337145,13.883782386779783,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-17589.058922288816,-33802.82967941615,8,302.58077595345003,-56.78809374812249,False
