,Unnamed: 0.1,Unnamed: 0,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel,MagnetX_noDC,MagnetY_noDC,tile_number,tile_centre_RA,tile_centre_DEC,Filler_Galaxy
10,10,332,901005481604278,303.0480342710384,-56.8501984819772,4.108784198760986,0.0506228527939083,10.294798475084422,-999999.0,17.17671775817871,16.25848388671875,16.056979562710705,15.62592315673828,20.569925227856093,-99999.0,True,0.0667982304627256,A3667,1.0,,,,,,,,,,,,,,1.119738195468006,16.435136795043945,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,2.0,105600.3797749662,-51745.90638445449,0,302.58077595345003,-56.62123429443537,False
11,11,242,901005402310840,303.33439719619247,-57.007836136226985,2.2681400775909424,0.0482255443930625,9.761202260932526,-999999.0,18.34626579284668,17.47933578491211,17.1444625320078,16.897077560424805,20.50055982940567,-99999.0,True,0.3380252951757076,A3667,1.0,,,,,,,,,,,,,,1.2018032608388791,9.07256031036377,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,170318.4008597915,-87372.01624490536,0,302.58077595345003,-56.62123429443537,False
12,12,201,901005323706918,303.6414265245133,-57.27336367654255,2.692999124526977,0.055515618994832,10.390576241137175,-999999.0,17.0881404876709,16.223041534423828,15.908747876240264,15.618133544921877,19.61709727728808,-99999.0,True,0.8253292282067638,A3667,1.0,,,,,,,,,,,,,,1.179392611430636,10.77199649810791,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,239707.0290602975,-147381.24035622348,0,302.58077595345003,-56.62123429443537,False
13,13,26,901005641303390,301.46071989404686,-56.27505697511792,20.994911193847656,0.0114941261708736,8.998399110651814,-999999.0,15.19093894958496,14.693965911865234,15.062634345209384,14.363537788391112,22.547410803401657,-99999.0,False,1.656285935528539,A3667,0.0,,,,,,,,,,,,,,0.1283046043755771,83.97964477539062,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-253132.6694251161,78236.07416574325,0,302.58077595345003,-56.62123429443537,False
14,14,79,901005641210608,301.3233482316444,-56.270595225134,9.52553653717041,0.0153120625764131,9.050854681957995,-999999.0,17.954782485961914,17.155006408691406,16.41857345338522,16.589365005493164,23.292328326374943,-99999.0,False,1.7615170430544174,A3667,0.0,,,,,,,,,,,,,,1.5362090325766928,38.10214614868164,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,5.0,-284178.6651280748,79244.42966210864,0,302.58077595345003,-56.62123429443537,False
15,15,348,901005481503311,302.5482751079945,-56.79553176210115,2.488091230392456,0.0562136024236679,9.917328070886072,-999999.0,18.40770721435547,17.540054321289062,17.12299055943126,16.947330474853516,20.76226050556531,-99999.0,True,0.4838799781011978,A3667,1.0,,,,,,,,,,,,,,1.2847166549242104,9.952364921569824,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,2.0,-7345.191072943408,-39391.22769246648,0,302.58077595345003,-56.62123429443537,False
16,16,82,901005481204747,301.2841473951942,-56.8625511313665,4.107699871063232,0.0280035566538572,8.411925473032014,-999999.0,18.57561492919922,18.241436004638672,18.069193144797527,18.089473724365234,22.55230420824609,-99999.0,False,1.556950604902648,A3667,0.0,,,,,,,,,,,,,,0.5064217844016916,16.43079948425293,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-293038.0541658118,-54537.6051464362,0,302.58077595345003,-56.62123429443537,False
17,17,267,901005402306992,303.17586850616567,-57.01556257680764,2.7301387786865234,0.0547994002699852,10.394691392151728,-999999.0,17.197492599487305,16.266353607177734,16.02044004220215,15.614214897155762,19.69015190742434,-99999.0,True,0.2981808769392047,A3667,1.0,,,,,,,,,,,,,,1.177052557285155,10.920555114746094,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,134490.91691373495,-89118.19181613327,0,302.58077595345003,-56.62123429443537,False
18,18,155,901005402501640,303.8685262413722,-56.95837060917467,4.166321754455566,0.0568093620240688,9.664442677496838,-999999.0,18.31303977966309,17.580127716064453,17.342761521018996,17.08501434326172,21.92176642963748,-99999.0,False,0.6727605265217926,A3667,1.0,,,,,,,,,,,,,,0.9702782586440896,16.665287017822266,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,291031.5650704093,-76192.80713108272,0,302.58077595345003,-56.62123429443537,False
19,19,194,901005481502961,302.53429936456104,-56.66129620224768,6.272353172302246,0.0551769831959269,10.682224176789928,-999999.0,16.559051513671875,15.600446701049805,15.363134429694997,14.914261817932127,20.830473901944952,-99999.0,True,0.5571953958406327,A3667,1.0,,,,,,,,,,,,,,1.1959170839768802,25.089412689208984,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,45683.2811374901,-9053.991165581734,1,302.33216095244825,-56.62123429443537,False
20,20,247,901005481602524,302.96927124030185,-56.69614869253104,3.214742660522461,0.0586760006844997,10.171256447028757,-999999.0,17.727256774902344,16.818668365478516,16.564639666839394,16.20942497253418,20.59727411455988,-99999.0,True,0.2376210183606568,A3667,1.0,,,,,,,,,,,,,,1.1626171080629495,12.858970642089844,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,143986.92505491409,-16930.653969621802,1,302.33216095244825,-56.62123429443537,False
21,21,200,901005402308990,303.2580086531077,-56.94777081629628,6.556985855102539,0.0528238363807632,11.115930066987833,-999999.0,15.351872444152832,14.411974906921388,14.144527838323516,13.750755310058594,19.73837082263857,-99999.0,True,0.2244204982000935,A3667,1.0,,,,,,,,,,,,,,1.207344605829315,26.22794342041016,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,209241.58034903803,-73797.25394056545,1,302.33216095244825,-56.62123429443537,False
22,22,66,901005481304807,301.730086261256,-56.7803591482011,5.0664963722229,0.0536121503798398,10.076592341182591,-999999.0,16.245908737182617,15.705517768859863,15.753742987455423,15.313631057739258,20.47193113068771,-99999.0,False,1.1802647366574472,A3667,1.0,,,,,,,,,,,,,,0.492165749727194,20.2659854888916,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-136068.8802094437,-35962.21695105547,1,302.33216095244825,-56.62123429443537,False
