,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,bad_class,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel
0,W176000710412637,174.991374054518,0.969697800286235,4.61974273831609,0.0406300015747547,8.929305437011887,19.706524626009077,18.579887237406115,18.20105791539608,17.961484300754393,17.869850789166833,22.767021554521808,0.696508009358203,True,,,True,0.0,,,,,,,,,,,,,,0.618402936651723,18.47897095326436,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,150,0,8.0
1,W176001048307456,174.709781420147,0.537951427013244,6.5145433367392,0.0283100008964538,9.060446816943356,18.549684071148167,17.425332632501544,17.044504909976794,16.827294719411263,16.72010201001421,22.356799479149824,0.168346486240562,True,,,True,0.0,,,,,,,,,,,,,,0.5980379130902804,26.0581733469568,,,False,False,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,142,0,8.0
2,W175010478104618,174.18500430543,1.30145234582282,5.46939104734785,0.0746000036597251,10.779154648976847,18.48175954811651,16.828408070316357,16.001196589603836,15.63027768625871,15.400104426506449,20.933766148437265,0.416247929624542,True,,,True,0.0,,,,,,,,,,,,,,1.198130384057647,21.8775641893914,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,137,0,1.0
6,W175990246802371,175.37773943959,-0.885766589319143,6.4619147987184,0.0549000017344951,9.605210971574632,19.012477340470852,17.73345287946808,17.278749720744397,17.04018458646923,16.925698642572527,22.5734305398987,0.6217913045284851,True,,,True,0.0,,,,,,,,,,,,,,0.6932682929988481,25.8476591948736,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,107,0,1.0
7,W175990579201150,175.10071954371,-0.987528374583551,2.18618244998188,0.0286299996078014,8.499990491608655,19.980981391870458,18.857325697355076,18.429990411112875,18.25682648022353,18.120539666924003,21.371297110820244,0.4123209705159659,True,,,True,0.0,,,,,,,,,,,,,,0.6004992171315457,8.74472979992752,,,False,False,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,125,0,1.0
8,W175990398101358,175.25165098629,-0.970188421456704,3.96898863625375,0.0289131607860326,8.783840473070605,19.055694641396975,17.94056468369316,17.586498938078186,17.422565172859393,17.345752356672193,21.822772897141785,0.124145804712889,True,,,True,0.0,,,,,,,,,,,,,,0.5179995108337678,15.875954545015,,,False,False,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,125,0,1.0
9,W175990078603980,175.517900470393,-0.7516760087812,3.90562901914472,0.0411599986255168,8.848332020036365,19.774339748683374,18.668759070428496,18.327488603545973,18.101449845921003,18.079734531796724,22.52881822992535,0.650115289982956,True,,,True,0.0,,,,,,,,,,,,,,0.5673092245074933,15.62251607657888,,,False,True,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,125,0,1.0
10,W175980204211097,175.413278330193,-1.15859890699472,4.36533886962266,0.0776000022888183,10.76414093822511,19.332126928385172,17.510368738351527,16.556323449598597,16.107344207183804,15.77204141032992,20.99928794370096,0.6841069629527909,True,,,True,0.0,,,,,,,,,,,,,,1.4030245311677234,17.46135547849064,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,107,0,1.0
11,W175980582508906,175.097984706175,-1.34120677932935,6.36798287764359,0.053115639835596,9.924209922078964,18.174444443216004,16.926496410721555,16.481722150323595,16.211412948582286,16.057725776958293,21.744606267017527,0.228095437611177,True,,,True,0.0,,,,,,,,,,,,,,0.715083462139269,25.47193151057436,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,107,0,1.0
12,W175980429801262,175.225333619532,-1.97818194342176,5.48663737134781,0.0439300015568733,8.771415788119269,20.04751030397117,18.920166915460698,18.560628772858095,18.3815310906041,18.230765794300677,23.500034741060496,0.61742009765407,True,,,True,0.0,,,,,,,,,,,,,,0.5386358248565983,21.94654948539124,,,False,True,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,106,0,9.0
