,Unnamed: 0,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel,MagnetX_noDC,MagnetY_noDC,tile_number,tile_centre_RA,tile_centre_DEC,Filler_Galaxy
10,119,901006647903009,313.9938167530025,-53.21948005825504,3.350680351257324,0.0393643043935298,9.680907754943494,-999999.0,17.116453170776367,16.533435821533203,16.264424337547748,16.155879974365234,20.40197549785142,-99999.0,False,1.3491158353281765,A3716,1.0,,,,,,,,,,,,,,0.8520288332286192,13.402721405029297,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,165666.21979017442,-140000.03617137516,0,313.2607803822495,-52.60001087165603,False
11,258,901007087507319,312.9929016271189,-52.05995173893618,7.91236686706543,0.0476506538689136,9.962664330554995,-999999.0,17.145658493041992,16.35711669921875,16.486529320270584,15.797032356262209,22.0915234593448,-99999.0,True,1.2390565048846425,A3716,1.0,,,,,,,,,,,,,,0.6591291727714079,31.64946746826172,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-60540.59865951467,122053.36399468702,0,313.2607803822495,-52.60001087165603,False
12,8,901006998608072,313.2139215856697,-52.241151292540806,4.459528923034668,0.0507865902036428,9.740744176290368,-999999.0,17.369409561157227,16.830684661865234,16.58935521648425,16.43972396850586,21.32000426840364,-99999.0,False,0.9445056920611038,A3716,1.0,,,,,,,,,,,,,,0.7800543446729762,17.838115692138672,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-10590.088027031128,81102.26488004104,0,313.2607803822495,-52.60001087165603,False
13,38,901006998607474,313.18727434233216,-52.1624793242245,2.934400081634521,0.048978503793478,10.009070920770233,-999999.0,19.53721237182617,18.95783042907715,16.50943194690904,18.568416595458984,22.53830174117212,-99999.0,False,1.0753118800704136,A3716,1.0,,,,,,,,,,,,,,3.0277804249171325,11.737600326538086,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-16612.365021317375,98882.12971952643,0,313.2607803822495,-52.60001087165603,False
14,253,901007087507317,312.9928117502752,-51.92281158804266,8.337053298950195,0.0463711476375616,10.689205801162707,-999999.0,15.81675910949707,14.943628311157228,14.813290541728646,14.342144966125488,20.7915658826891,-99999.0,True,1.4835578833658738,A3716,1.0,,,,,,,,,,,,,,1.003468567768424,33.34821319580078,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-60560.91082618502,153047.0380966214,0,313.2607803822495,-52.60001087165603,False
15,280,901006822007707,312.63603436674435,-52.77270856117068,4.510277271270752,0.0433005174628977,9.998615818220845,-999999.0,17.3021297454834,16.429840087890625,16.369704191047475,15.838455200195312,20.943730975336656,-99999.0,True,0.3956602947146588,A3716,1.0,,,,,,,,,,,,,,0.9324255544359232,18.041109085083008,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,-141192.5995041613,-39029.677830310735,0,313.2607803822495,-52.60001087165603,False
16,180,901006910205837,313.6048462962283,-52.510450148467946,3.2206993103027344,0.0435799055700496,10.688336506738567,-999999.0,15.775665283203123,14.948701858520508,14.5897488818454,14.358980178833008,18.731327441640783,-99999.0,True,0.7848800652054035,A3716,1.0,,,,,,,,,,,,,,1.1859164013577246,12.882797241210938,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,77758.89655920776,20240.723440507423,0,313.2607803822495,-52.60001087165603,False
17,143,901006647902607,313.97600605908053,-53.138765103232174,4.346264839172363,0.024600826203823,8.29450925874273,-999999.0,18.90654945373535,18.4912109375,18.327558383258378,18.29118537902832,22.924666551623083,-99999.0,False,1.250654721797993,A3716,0.0,,,,,,,,,,,,,,0.5789910704769738,17.385059356689453,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,161641.0029638149,-121758.45633620814,0,313.2607803822495,-52.60001087165603,False
18,254,901006822101150,312.7808394545259,-52.787477976128685,3.1363115310668945,0.0476463587366378,10.630526944802302,-999999.0,16.247060775756836,15.377787590026855,14.878338333016124,14.766678810119627,19.10275824575206,-99999.0,True,0.2451050045365889,A3716,1.0,,,,,,,,,,,,,,1.3687224427407134,12.545246124267578,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-108466.64966553124,-42367.56561081948,0,313.2607803822495,-52.60001087165603,False
19,288,901006910104646,313.1258153341832,-52.5287798972721,2.115424633026123,0.0481289483627465,10.109346620171047,-999999.0,17.57736587524414,16.710166931152344,16.353466533273878,16.12234878540039,19.58002939879472,-99999.0,True,0.4249557303806831,A3716,1.0,,,,,,,,,,,,,,1.223899341970263,8.461698532104492,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,173565.9138502025,50305.00936284949,1,312.3578245649345,-52.75136843427586,False
20,106,901006734104860,310.9609178001938,-52.91376561895381,2.133375644683838,0.028892382979393,8.48392451370539,-999999.0,18.417743682861328,18.17167854309082,17.91527241660159,18.07180976867676,21.05988988849999,-99999.0,False,2.2160874937281227,A3716,0.0,,,,,,,,,,,,,,0.5024712662597395,8.533502578735352,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-315700.92883140274,-36701.763737216635,1,312.3578245649345,-52.75136843427586,False
21,267,901006822205692,313.39086056457137,-52.73152572566293,4.74909782409668,0.0422690116456104,10.578728268870334,-999999.0,16.11835479736328,15.24052619934082,14.918112069733686,14.630182266235352,19.86645645843226,-99999.0,True,0.4222073677593224,A3716,1.0,,,,,,,,,,,,,,1.200242727629595,18.99639129638672,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,2.0,233466.13591793165,4484.452146523139,1,312.3578245649345,-52.75136843427586,False
22,234,901006910005187,312.76179499849604,-52.52393773373594,3.591529607772827,0.0453063843663348,10.415728607112383,-999999.0,16.407102584838867,15.596128463745115,15.302857970950493,15.054550170898438,19.61540040053734,-99999.0,True,0.4866999977980908,A3716,1.0,,,,,,,,,,,,,,1.1042446138883744,14.366118431091309,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,91297.31798490798,51399.33832202179,1,312.3578245649345,-52.75136843427586,False
23,250,901006998700435,313.2879888818678,-52.21710030509209,6.675557613372803,0.0474362006855055,10.776922415670212,-999999.0,16.10633087158203,15.188528060913086,14.806876181387617,14.477103233337402,20.55384048481375,-99999.0,True,1.007993544626821,A3716,1.0,,,,,,,,,,,,,,1.2994546901944144,26.70223045349121,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,210217.1356269291,120744.5971955325,1,312.3578245649345,-52.75136843427586,False
24,152,901006821908839,312.265233973091,-52.826465777746336,8.92403507232666,0.0491945575922727,10.462548524092014,-999999.0,15.936229705810549,15.194984436035156,15.13775253525057,14.668952941894531,21.19066545994424,-99999.0,False,0.8041103589139222,A3716,1.0,,,,,,,,,,,,,,0.7984771705599769,35.69614028930664,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-20925.47375663821,-16971.999624327284,1,312.3578245649345,-52.75136843427586,False
25,259,901006734605235,313.0489939517726,-53.04840269974891,13.255526542663574,0.048484901020257,11.166532344719233,-999999.0,14.860757827758787,13.946648597717283,13.816795793760088,13.29273509979248,20.80150819782589,-99999.0,True,0.5257610257896224,A3716,1.0,,,,,,,,,,,,,,1.0439620339987012,53.0221061706543,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,2.0,156204.28142541336,-67129.74399690966,1,312.3578245649345,-52.75136843427586,False
26,212,901006998206718,311.5128615095947,-52.17797787401385,10.363666534423828,0.0465961024165153,9.776911823435432,-999999.0,18.01967430114746,17.18838882446289,17.026809007602946,16.537290573120117,23.50883065870621,-99999.0,True,1.916407643346225,A3716,1.0,,,,,,,,,,,,,,0.992865293544515,41.45466613769531,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-190961.65050679565,129586.26661921486,1,312.3578245649345,-52.75136843427586,False
27,182,901006910100596,312.97042067699,-52.59067292343144,2.3048079013824463,0.0479269940406084,9.873512487095232,-999999.0,18.059307098388672,17.21345329284668,16.812881308685483,16.642253875732422,20.269501645235955,-99999.0,True,0.2947336188662052,A3716,1.0,,,,,,,,,,,,,,1.2464257897031883,9.219231605529783,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,138446.72132453957,36317.18545083885,1,312.3578245649345,-52.75136843427586,False
28,112,901007087403500,312.41989169840537,-52.105090522085405,2.993537664413452,0.0313955508172512,9.206206915972848,-999999.0,18.145750045776367,17.47739028930664,17.206368091851694,17.057849884033203,21.10118860488697,-99999.0,False,1.3198789982747765,A3716,0.0,,,,,,,,,,,,,,0.9393819539246736,11.974150657653809,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,14027.172164414766,146058.80815504308,1,312.3578245649345,-52.75136843427586,False
29,214,901006734207137,311.44532709629635,-52.9816072213923,3.7016522884368896,0.0482381023466587,9.672562032315817,-999999.0,18.20804023742676,17.436779022216797,17.143010679224258,16.898035049438477,21.521631810199995,-99999.0,True,1.7229724026793702,A3716,1.0,,,,,,,,,,,,,,1.0650295582025002,14.80660915374756,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,-206224.42791222205,-52033.96588831573,1,312.3578245649345,-52.75136843427586,False
30,246,901006822200722,313.1761354024797,-52.86922491294644,3.940666913986206,0.0420100018382072,9.944001274258683,-999999.0,17.445096969604492,16.603580474853516,16.386006932579892,16.033832550048828,20.824303794338302,-99999.0,True,0.2773494087902525,A3716,1.0,,,,,,,,,,,,,,1.0590900370245997,15.762667655944824,,,False,False,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,184938.24928521473,-26635.564179551537,1,312.3578245649345,-52.75136843427586,False
