,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel
50,176980641202613,176.049066664917,-1.86561935353839,1.87910811708306,0.0476283207535743,10.356293431680552,18.87554617330652,16.912339921181534,16.06859134050205,15.72744650760085,16.048508714799347,18.681224865001177,0.1718831367065849,,,,,,,,,,,,,,,,,,1.1848934135806832,7.51643246833224,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,6,0,1.0
51,176980227900661,176.393682066596,-2.02822885767681,3.11920789418307,0.0800999999046325,10.920492305349724,18.73120862441709,16.795317083495604,15.90729596046888,15.534001924782514,15.25815396250944,19.62039224873705,0.374500577185453,,,,,,,,,,,,,,,,,,1.2613151587130904,12.47683157673228,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0,5.0
52,176980189500627,176.425699680197,-2.03105377317618,6.47665080743413,0.0782999992370605,11.27763266234796,17.636448410270887,15.784194598191018,14.918386772331154,14.548905331630737,14.287556347788074,20.218013866236817,0.29910360770597,,,,,,,,,,,,,,,,,,1.2352892665602813,25.90660322973652,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,9.0
53,176980572401041,176.106435500111,-1.99660912122889,2.62215107347613,0.0790541097521781,10.787578019427205,19.312020967259947,17.25595092100552,16.334159187907943,15.938082774727558,15.62131619219664,19.670322417944803,0.436345194261561,,,,,,,,,,,,,,,,,,1.317868146277963,10.48860429390452,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,12,0,9.0
54,176980057700582,176.535590490984,-2.03477063363127,3.26947632772563,0.0771006420254707,10.85083877805422,18.933765797978676,16.86066925679412,15.987621638378728,15.610354704037672,15.35963171756588,19.802887306363974,0.266030563157109,,,,,,,,,,,,,,,,,,1.25031455275645,13.07790531090252,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,1.0
55,176980119108809,176.484246069173,-1.349243841676,5.37137268930735,0.096000000834465,10.97506099695557,18.627982268826,16.808666708389797,15.974778958750989,15.627724300766047,15.395607946842976,20.868080073835007,0.3977260966560599,,,,,,,,,,,,,,,,,,1.1809424076237498,21.4854907572294,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,6,0,1.0
56,176980824805922,175.89600187295,-1.58987230861146,2.2706985677998,0.0454800017178058,9.904990667250292,19.14526335118204,17.471553739845618,16.736648580989915,16.457602413595,16.224794260383106,19.760320692895004,0.274955630319347,,,,,,,,,,,,,,,,,,1.0139513262506163,9.0827942711992,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,38,0,4.0
57,176980920005984,175.816639029585,-1.5847001607726,6.01578849291373,0.0441999994218349,9.3447727833458,18.68404995136077,17.645288758020232,17.249442774007584,17.05393562582558,16.919603963351534,22.388780248934115,0.666163741231111,,,,,,,,,,,,,,,,,,0.5913531321946515,24.06315397165492,,,False,True,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,14,0,1.0
58,176980877904594,175.851727603214,-1.70053515689207,2.78284858705512,0.0450000017881393,9.653005473272747,19.70721933777781,18.197002801239258,17.433395673322472,17.140334932611218,17.288504366482428,20.898718241569316,0.484714349783796,,,,,,,,,,,,,,,,,,1.0566678686280395,11.13139434822048,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,0,0,5.0
59,176980610007126,176.075066988631,-1.48954038893356,2.10297462449292,0.0278999991714954,8.860028480573005,20.05090455915473,18.67196454152228,18.051501388140053,17.793115184324158,17.621380323120114,20.90854623143065,0.4057105580165859,,,,,,,,,,,,,,,,,,0.8788493571981206,8.41189849797168,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,28,0,9.0
60,176980935505186,175.803711610928,-1.65119829784451,1.85389057169114,0.0217199996113777,8.204776090741484,20.182805410519755,19.06595137472184,18.6110682961638,18.442847140338788,18.282602761236184,21.194363456733164,0.3104152769385649,,,,,,,,,,,,,,,,,,0.6231042343830495,7.41556228676456,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,14,0,1.0
61,176980810705995,175.907756605543,-1.58378955542858,4.51473463716492,0.0447999984025955,9.451194965042587,18.90117336748797,17.64381968025547,17.167582190640303,16.966961641379008,16.826591379774214,21.683618016606857,0.197498721984506,,,,,,,,,,,,,,,,,,0.6768580388764605,18.05893854865968,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,28,0,9.0
62,176980540707127,176.13283630866,-1.48945433224709,2.05665729575211,0.0271799992769956,8.559004562727017,21.02543906395151,19.516646419821768,18.86237385563668,18.584298382197744,18.467908527804678,21.671058189906468,0.255349896601459,,,,,,,,,,,,,,,,,,0.932348037624024,8.22662918300844,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,62,0,8.0
63,176981085904932,175.678326149089,-1.67234813835121,4.11536352654058,0.0445999987423419,8.900412533751151,20.29878691786108,19.04296705565439,18.554479054822476,18.354634923802003,18.19874068731479,22.869394757625397,0.734801467354934,,,,,,,,,,,,,,,,,,0.6883321318523876,16.46145410616232,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,9.0
64,176980483803477,176.180293707016,-1.79361355529748,2.66708983221145,0.0438299998641014,8.84597567507534,19.67281754312565,18.625926516613355,18.27529712953664,18.12460567364596,18.05509242375611,21.648360029910137,0.1131728538605619,,,,,,,,,,,,,,,,,,0.5013208429673952,10.6683593288458,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,28,0,1.0
65,176980350403709,176.291508909617,-1.77426662171825,2.62595091851246,0.0253500007092952,8.505059456735513,21.482786812361425,19.563181284027912,18.866944838249857,18.60888528289873,18.468042799165147,22.206252542274186,0.162510755456995,,,,,,,,,,,,,,,,,,0.9542960011291832,10.50380367404984,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,14,0,8.0
66,176980336804092,176.302842826264,-1.74234923043184,4.77398788909423,0.0276999995112419,8.21470189658121,20.195437696644387,18.90939524782073,18.658113607186134,18.522354708527885,18.446443928923365,23.29539485357572,0.337145834959963,,,,,,,,,,,,,,,,,,0.387040539292844,19.09595155637692,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,12,0,5.0
67,178970531502092,177.640635699826,-2.90902596947275,8.28559539664638,0.0273000001907348,11.007440256127786,15.36435074520217,13.701185360520608,12.93872148274158,12.661765539422204,12.347818313257548,18.773214774232724,0.233045205923542,,,,,,,,,,,,,,,,,,1.039419821098404,33.14238158658552,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,1,0,9.0
68,178970575603911,177.603827391018,-2.75745208003173,3.74267006541009,0.0911566466093063,11.280436205334311,18.266914123564653,16.412292722575607,15.45394345239612,15.059078321955385,14.761619163327357,19.562725852274493,0.049361766498871,,,,,,,,,,,,,,,,,,1.3532144006202245,14.97068026164036,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,44,0,8.0
