,Unnamed: 0,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel
21,21,213000305700059,212.328604957989,-0.0784373905556166,2.10712343342922,0.0531000010669231,9.755475599114863,19.554126117665177,17.957822267648574,17.289391286398402,17.02144576432515,16.784197731482465,20.150715852835493,0.319526548024337,,,,,,,,,,,,,,,,,,0.936376503323423,8.42849373371688,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,1.0
22,22,212990175900738,212.436834558453,-1.02183087536204,2.00793911045168,0.0412000007927417,8.66486691146675,20.60055191703376,19.24044394685327,18.85526862219622,18.63295266107009,18.71577649357585,21.6118959986974,0.0509405373981589,,,,,,,,,,,,,,,,,,0.6074912857831798,8.03175644180672,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,91,0,8.0
23,23,212980483611061,212.180408335149,-1.16162317699853,13.6861631853492,0.0052000000141561,9.5596543095369,14.788562511518403,13.248240922116068,12.671558459772722,12.388990069171186,12.24160725658129,19.595841711258508,0.569024067681885,,,,,,,,,,,,,,,,,,0.8592508529448821,54.7446527413968,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,65,0,1.0
24,24,212981127910756,211.643391725248,-1.18702179375656,4.23301137815515,0.0256999991834163,10.551817379891926,16.881077100690675,15.02708182376102,14.22636952123661,13.873491922445588,13.69566609302268,18.60249138217563,0.3200280727394849,,,,,,,,,,,,,,,,,,1.1535899013154332,16.9320455126206,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,65,0,4.0
25,25,212981042206512,211.714774310791,-1.54068924499824,6.434724954271,0.0293000005185604,10.80580530413368,16.398307683918933,14.651092458115418,13.880052188258194,13.505051828966163,13.485929026809108,19.16557681081464,0.1038147880519589,,,,,,,,,,,,,,,,,,1.1460406291492529,25.738899817084,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,65,0,1.0
26,26,212981035404238,211.720418673862,-1.73018650845096,5.80004687753624,0.0696000009775161,11.244673326318658,17.665520464899608,15.798631413491314,14.930249050212296,14.499585209303994,14.297809470267785,19.99028125025632,0.6524696531909451,,,,,,,,,,,,,,,,,,1.29904620418732,23.20018751014496,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,65,0,1.0
27,27,212980685002637,212.012548050987,-1.86362007349173,2.5260610740788,0.0255155097693204,8.596763119878048,18.060746305933293,17.13208614566173,17.01032388213325,16.978529134536416,17.17221791450227,20.265417796577896,0.3209799558774849,,,,,,,,,,,,,,,,,,0.153557011125315,10.1042442963152,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,65,0,1.0
28,28,212980927410656,211.810503795021,-1.1953713343826,5.38102691352006,0.0544800013303756,9.794102572284254,19.27435506348624,17.758135397083848,17.12194845743629,16.878732980301677,16.768846195027287,22.019148960177205,0.428212376886932,,,,,,,,,,,,,,,,,,0.8794024167821703,21.52410765408024,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,65,0,1.0
29,29,212980580703032,212.099507366795,-1.83070190180826,2.45860564351316,0.0292700007557868,8.532861363403278,20.3579516322429,19.109428682041,18.641806381481164,18.40516063643337,18.27765215257218,21.83812543407383,0.402095354574684,,,,,,,,,,,,,,,,,,0.7042680456076233,9.83442257405264,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,91,0,4.0
30,30,212980250110839,212.37502668347,-1.18010305044182,3.10914561078033,0.0411700010299682,8.82236614923086,19.73018567775585,18.48559400202266,18.14576510464311,18.008310088719668,17.92335605772346,21.851845095657715,0.149359996987776,,,,,,,,,,,,,,,,,,0.4772839133029904,12.43658244312132,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,65,0,1.0
31,31,212980156502044,212.453189704513,-1.9129747143663,4.19468913473127,0.0289999991655349,8.837256830893562,18.994775031527936,17.941970401344523,17.582531665260255,17.377500584005254,17.394125998152617,21.938905252588743,0.295115481266033,,,,,,,,,,,,,,,,,,0.564469817339269,16.77875653892508,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,91,0,4.0
32,32,212980920004264,211.816627016857,-1.72803161779011,5.22844288807379,0.0242999996989965,8.352894386742333,19.776528999638145,18.64033087982775,18.296289241903327,18.1242242910088,18.12513600783588,23.131025765866585,0.655217445978888,,,,,,,,,,,,,,,,,,0.5161065888189498,20.91377155229516,,,False,True,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,91,0,8.0
33,33,214000973000817,212.772552051622,-0.0152776540648143,3.98228173728952,0.0292399991303682,8.26157852766381,20.022349784874784,19.187368382361228,18.80589600293713,18.699341884232616,18.68350830022944,23.04943059525128,0.2161787918830719,,,,,,,,,,,,,,,,,,0.4880264981286117,15.92912694915808,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,62,0,1.0
34,34,214000732700392,212.972792914787,-0.0506913696290827,5.53550533681069,0.0537000000476837,11.040235945394596,17.937628969725946,15.97699583064385,15.03204497665516,14.60263043429756,14.36564829400712,19.990706027436733,0.5790788974333769,,,,,,,,,,,,,,,,,,1.37436539634629,22.14202134724276,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,35,0,5.0
35,35,214000658600668,213.034540201549,-0.0276934074625461,2.8003846966021,0.0956000015139579,11.158859647078415,18.85502270581419,16.868988338209995,15.901319861706725,15.49533251704296,15.335231556772138,19.38028302182356,0.2416271945454829,,,,,,,,,,,,,,,,,,1.3736558211670342,11.2015387864084,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,62,0,5.0
36,36,214000680000759,213.01670764548,-0.0201107123374205,3.24830747890844,0.0956000015139579,10.936972417087157,19.22774780032128,17.24343162363276,16.35132239170997,15.935534992919957,15.83689491811263,20.1524827336692,0.2223082490208989,,,,,,,,,,,,,,,,,,1.3078966307128042,12.99322991563376,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,70,0,8.0
37,37,214000510900838,213.157618275746,-0.0135278643100263,1.56097180115575,0.0351999998092651,8.783520883798046,19.52147799101652,18.478289738815903,18.120448291754087,17.918074183238495,17.94025849816805,20.330298261661632,0.2062429361908939,,,,,,,,,,,,,,,,,,0.5602155555774075,6.243887204623,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,62,0,1.0
38,38,214000070200963,213.524840085482,-0.0031119381684815,3.92094024689174,0.0388000011444091,8.971770052898288,19.585359414074684,18.433012040804407,17.986605819513493,17.793885175613983,17.727661316479214,22.196431620881807,0.6741380225568949,,,,,,,,,,,,,,,,,,0.6391268651904234,15.68376098756696,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,70,0,1.0
39,39,213991130801140,212.641005991639,-0.988343776281815,4.03684090208495,0.0542000010609626,10.744578475705842,17.490899182267412,15.844934742188478,15.13434852588248,14.793647239939412,14.60659844398174,19.40743137539252,0.109212170899967,,,,,,,,,,,,,,,,,,1.0512875022490658,16.1473636083398,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,1.0
40,40,215001062700963,213.697806119253,-0.003112025447242,3.60758269948433,0.0474133603274822,10.306836511420062,17.89653249754395,16.429032059482868,15.772641524433563,15.460665975864062,15.320457708892432,19.80159768395433,0.469099494744272,,,,,,,,,,,,,,,,,,0.9683660836188056,14.43033079793732,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,40,0,5.0
41,41,215001064300956,213.696472901539,-0.0036953051840131,3.07715070863107,0.0480000004172325,10.392381790228631,18.37297164166207,16.723537271242034,15.956334258023851,15.580309282886024,15.411512646657304,19.639952775114143,0.333716886534386,,,,,,,,,,,,,,,,,,1.14322798835601,12.30860283452428,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,5.0
42,42,214991082409614,213.681376721401,-0.282205018699125,6.75432069151819,0.0381999984383583,10.486680289075128,16.559072978530853,15.267319121908477,14.675534867791308,14.391186160472936,14.241464683025908,20.066317933814805,0.359013568514552,,,,,,,,,,,,,,,,,,0.8761329614355393,27.01728276607276,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,40,0,1.0
43,43,214990805107468,213.91245558749,-0.461041134521055,3.38088504105611,0.0834000036120414,11.005322081815764,18.72465634530472,16.7780380442978,15.850324266172413,15.475972656202318,15.21593109478638,19.73835096724417,0.171344641010807,,,,,,,,,,,,,,,,,,1.3020653880954836,13.52354016422444,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,5.0
44,44,214990209207214,214.409049184068,-0.482196045708293,1.87850968481459,0.0825999975204467,10.657441959149397,19.32834872741386,17.49201445347954,16.618418776362493,16.239458452288037,16.02512084892617,19.230360650332248,0.1854894842674169,,,,,,,,,,,,,,,,,,1.252556001191504,7.51403873925836,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,21,0,9.0
45,45,214990249707051,214.375300349032,-0.495781031155727,2.35639134013422,0.0846372619271278,10.75462833893493,19.17108789543325,17.439811394119154,16.533332422588273,16.135971737662167,15.904211201338708,19.63744419437936,0.456868536452921,,,,,,,,,,,,,,,,,,1.3038396564569863,9.42556536053688,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,66,0,9.0
46,46,214991178410708,213.601385010785,-0.191040037770959,4.92925544960218,0.0538999997079372,10.411047142363657,17.264778782809465,16.04468630981554,15.524657990903078,15.21918217519656,15.10735171591626,20.23143929889381,0.5302694106204799,,,,,,,,,,,,,,,,,,0.8255041346189778,19.71702179840872,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,40,0,1.0
47,47,214990804607629,213.912872444628,-0.447624497062061,2.99172443113751,0.0846000015735626,10.819364187771455,18.87904918947679,17.128763705131632,16.25486759124943,15.878942592973443,15.589833424612362,19.87735021301776,0.338741712756472,,,,,,,,,,,,,,,,,,1.2498211121581893,11.96689772455004,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,40,0,5.0
48,48,214990233107180,214.389132947433,-0.485030480940537,2.76133775793375,0.0836723074316978,10.711972304863112,18.840884036321064,17.196624829170236,16.40241862731572,16.011635093170966,15.820610769256358,19.850890965998502,0.237417707794354,,,,,,,,,,,,,,,,,,1.1849897359992705,11.045351031735,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,31,0,5.0
49,49,214990017608455,214.568700812597,-0.378773188974795,4.81894133153727,0.0363775603473186,9.89557294637162,17.243838833057403,16.053690537335267,15.602519071648718,15.390184739199322,15.282776048879825,20.26015194834234,0.2838130274599459,,,,,,,,,,,,,,,,,,0.6635057981359456,19.27576532614908,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,31,0,5.0
50,50,214990957103605,213.785775275497,-0.782950560971698,8.53325373668652,0.0380423702299594,10.03624252026257,17.539325744490736,16.228842457332775,15.677737912500408,15.409102761076118,15.24951078065486,21.576185892189425,0.131806417240674,,,,,,,,,,,,,,,,,,0.8197396962566561,34.13301494674608,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,1.0
51,51,214990991002681,213.757520587587,-0.859945897805942,10.0544006060146,0.0379999987781047,10.475176813895713,18.32006485914588,16.450734066204117,15.586903889034868,15.152599856083985,14.8327790550141,21.841559496771897,0.779723597353168,,,,,,,,,,,,,,,,,,1.298134210120134,40.2176024240584,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,1.0
52,52,214990020004127,214.566732100004,-0.739420769738142,3.9310023617921,0.0573999993503093,10.187891118039929,19.54619690925836,17.89580044014447,17.072342594996993,16.64895135450661,16.42572509155233,21.28773380047913,0.607119681037008,,,,,,,,,,,,,,,,,,1.246849085637859,15.7240094471684,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,83,0,8.0
53,53,214990669501771,214.025460991083,-0.935783170885043,5.77417507677874,0.0485907718539238,9.85608965631086,17.828757080063518,16.70971675672336,16.271322086203156,16.066840514650643,16.019815413151854,21.321646507129085,0.477491235047785,,,,,,,,,,,,,,,,,,0.6428762420727168,23.09670030711496,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,66,0,1.0
54,54,214990330905947,214.307637871203,-0.587783125761071,3.27058411916855,0.0365599989891052,8.924661789779474,18.99320873638409,17.988348633464064,17.631798411982583,17.50698285116447,17.46804330265982,21.44779971187716,0.351118432907385,,,,,,,,,,,,,,,,,,0.4813657822995942,13.0823364766742,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,66,0,8.0
55,55,213990138306442,213.46813572665,-0.546523414834476,5.26763279728542,0.0830999985337257,10.968531108160382,18.60242847796528,16.95866415658351,16.086170260563478,15.621626239291436,15.378013011445448,20.937122407317243,0.612858013464717,,,,,,,,,,,,,,,,,,1.337037917292072,21.07053118914168,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,35,0,1.0
56,56,213990563302755,213.1139686638,-0.853785481441916,3.68707517902104,0.0320000015199184,9.64092119831566,19.030781908831884,17.513663960938676,16.772627701078235,16.453503080128826,16.290033281776047,20.84891234735775,0.2873250149025029,,,,,,,,,,,,,,,,,,1.0601608808098495,14.74830071608416,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,35,0,1.0
57,57,213990810809454,212.907707772967,-0.295542151103254,2.0164897522983,0.0349299982190132,8.754037119668922,20.00614634296776,18.81870306344625,18.377191684097777,18.156044919528952,18.08301150067664,21.143046462263403,0.431010437179301,,,,,,,,,,,,,,,,,,0.662658143917298,8.0659590091932,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,70,0,1.0
58,58,213991168005938,212.610027580464,-0.588527964879153,3.89569657694544,0.0535999983549118,9.632028164777878,18.98029928265128,17.718490724199796,17.234894384845603,16.988022246869786,16.91760840138199,21.430694685321853,0.517948205265861,,,,,,,,,,,,,,,,,,0.7304684773300103,15.58278630778176,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,35,0,1.0
59,59,213991001205426,212.749028700091,-0.631202049037527,5.15152872901398,0.032600000500679,8.898015260833938,18.90700676978662,17.738264641475077,17.372647103432673,17.28298356978791,17.049213291101537,22.17520241586484,0.134362710330119,,,,,,,,,,,,,,,,,,0.4552810716871676,20.60611491605592,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,1.0
60,60,213990282905234,213.347641765661,-0.647196097157763,5.40383622288917,0.0254399999976158,8.754077377131866,18.26684371761621,17.453873127525235,17.205829740485314,17.039603792754434,17.0220217617639,22.112215312929408,0.0426301145711089,,,,,,,,,,,,,,,,,,0.4142693347708004,21.61534489155668,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,54,0,1.0
61,61,213990017109886,213.56910711038,-0.25953027535786,3.67367198726903,0.0386999994516372,8.704909333475731,19.737296438780056,18.75161404700122,18.40397401476549,18.23668128064608,18.22720102931926,22.472350579813924,0.2051963223239009,,,,,,,,,,,,,,,,,,0.5149327663551375,14.69468794907612,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,94,0,1.0
62,62,214990205308948,214.412290058221,-0.337700024355784,4.4547322515181,0.032159999012947,8.834992762636778,19.56717883697057,18.41723615762565,17.962992091423096,17.762857996804684,17.684431316773825,22.449974804155705,0.659050398193319,,,,,,,,,,,,,,,,,,0.6543781608209684,17.8189290060724,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,119,0,8.0
63,63,214990051303581,214.540653005239,-0.784921041698653,5.8799895590392,0.0500999987125396,9.65594321460796,18.59775251409914,17.290985065362673,16.860310163734216,16.64221327640505,16.577229920656492,21.950067620020576,0.297979613791125,,,,,,,,,,,,,,,,,,0.648771788957621,23.5199582361568,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,21,0,5.0
64,64,214990975810046,213.77020969804,-0.246208013047781,4.97039250397567,0.0386799983680248,9.013625262249384,19.248649793318258,18.07897996739308,17.67557697374226,17.527753011558534,17.42163387635928,22.40040508363119,0.278626662700877,,,,,,,,,,,,,,,,,,0.5512269558345473,19.88157001590268,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,70,0,1.0
65,65,214980068103162,214.526867698546,-1.8197947860857,1.803692447645,0.0549999997019767,10.145479921924606,18.715563913191623,17.285853787192437,16.5887490735889,16.266339211279337,16.117550667221412,19.11243618943155,0.0622127005476269,,,,,,,,,,,,,,,,,,1.0195145759130997,7.21476979058,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,66,0,1.0
66,66,214980334106089,214.305070578505,-1.57593596082334,3.01421973507892,0.0948999971151351,10.81543443523594,19.6715984244994,17.73618721919412,16.776172813763502,16.353944490307477,16.116799607605,20.41492204039153,0.290154705301756,,,,,,,,,,,,,,,,,,1.382242728886645,12.05687894031568,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,66,0,1.0
67,67,214980623407424,214.063895838782,-1.46470742739757,3.14712229793965,0.0366999991238117,9.160456056205676,16.814239626199516,16.054026246163616,16.051629061757556,16.062331856049294,16.193965612411603,19.784071843645783,0.430089794649639,,,,,,,,,,,,,,,,,,-0.0083056098856779,12.5884891917586,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,106,0,8.0
