,Unnamed: 0,CATID,RA,DEC,Re,z,Mstar,GAL_MAG_G,GAL_MAG_R,GAL_MAG_I,GAL_MAG_Z,GAL_MU_E_R,GAL_MAG_U,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,Ellipticity_r,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re
1946,7635,599,313.26696753625225,-52.58739791334647,4.791485786437988,0.0497651609710398,11.059616521137634,15.325414657592772,14.457797050476074,14.131163597106934,13.812471389770508,19.139287172697525,,,,,,,,,,,,,,,,1.1942510604858398,19.165943145751957,,
1947,7637,1111,312.099488852359,-53.31801760422093,5.4112958908081055,0.042599470597756,10.942820432448706,15.393991470336914,14.469663619995115,14.195280075073242,13.77533721923828,19.5023767348327,,,,,,,,,,,,,,,,1.198711395263672,21.645183563232425,,
1948,7640,3041,314.7267684354857,-54.139542809664654,8.494514465332031,0.0435734777557346,10.676374360030248,15.36483383178711,14.48915672302246,14.317696571350098,13.859289169311523,20.375722443588195,,,,,,,,,,,,,,,,1.0471372604370115,33.978057861328125,,
1949,7641,2823,302.9967353796812,-56.76092144974886,5.908155918121338,0.0637079803369965,11.29344463488241,15.467008590698242,14.491591453552246,14.254068374633787,13.773476600646973,19.768554259493037,,,,,,,,,,,,,,,,1.2129402160644531,23.63262367248535,,
1950,7642,3786,305.57746800836856,-53.184396916371725,7.432503223419189,0.0487437212313059,11.13858430833402,15.443272590637209,14.492157936096191,13.98705768585205,13.88360595703125,19.9735959892384,,,,,,,,,,,,,,,,1.4562149047851562,29.73001289367676,,
1951,7645,3277,312.81735410193795,-52.69072988230029,4.943896770477295,0.0438268495392459,10.978195632343796,15.413013458251951,14.507338523864746,14.133610725402832,13.850300788879396,19.2262984340743,,,,,,,,,,,,,,,,1.279402732849121,19.77558708190918,,
1953,7655,5607,300.0127819308548,-55.39437249529027,8.037639617919922,0.0598147135509326,11.139921041773851,15.501812934875488,14.552794456481934,14.381661415100098,13.847082138061523,20.52844698829552,,,,,,,,,,,,,,,,1.1201515197753906,32.15055847167969,,
1954,7657,38,314.81276949429,-52.11987175905156,7.29364013671875,0.0441505436404274,10.861704522759016,15.488643646240234,14.556438446044922,14.471020698547363,13.854866981506348,20.410782947645007,,,,,,,,,,,,,,,,1.017622947692871,29.174560546875,,
1956,7661,2812,302.19139239896583,-56.25476719279132,4.948338031768799,0.0615688052141162,11.259340254262854,15.531240463256836,14.566534042358398,14.229915618896484,13.870403289794922,19.329665803336795,,,,,,,,,,,,,,,,1.3013248443603516,19.793352127075195,,
1957,7664,1440,312.2860229441183,-53.05081896196715,3.926069021224976,0.0455190340244492,11.023265683380384,15.560208320617676,14.58673095703125,14.18881893157959,13.857220649719238,18.80009051899896,,,,,,,,,,,,,,,,1.371389389038086,15.704276084899902,,
1958,7665,1394,312.94567836265,-52.78396371630471,3.202380895614624,0.0418306053583242,10.91932538101259,15.504720687866213,14.589056015014648,14.24379825592041,13.898616790771484,18.414376995453143,,,,,,,,,,,,,,,,1.2609224319458008,12.809523582458496,,
1959,7666,3470,310.93797408043173,-48.22805725214568,10.962224006652832,0.0449510974689029,10.74928432686525,15.435062408447266,14.591036796569824,14.352352142333984,13.937012672424316,21.0983920228286,,,,,,,,,,,,,,,,1.0827102661132812,43.84889602661133,,
1960,7667,3830,303.008584009068,-56.22956461261011,5.11852502822876,0.0516454832057661,11.133929841326433,15.559288024902344,14.593005180358888,14.245656967163086,13.887760162353516,19.44880658621207,,,,,,,,,,,,,,,,1.3136310577392578,20.47410011291504,,
1961,7668,1071,311.36053265417604,-53.30823152915005,4.97629976272583,0.0479198179161665,11.009545552400317,15.533907890319824,14.595187187194824,14.231792449951172,13.903616905212402,19.347172631087417,,,,,,,,,,,,,,,,1.3021154403686523,19.90519905090332,,
1962,7671,2153,302.69438838821725,-56.53254267644189,4.662109851837158,0.0472192840446973,10.992815345664663,15.53468132019043,14.597190856933594,14.325961112976074,13.906282424926758,19.313338654252675,,,,,,,,,,,,,,,,1.2087202072143557,18.648439407348636,,
1963,7673,4228,311.0956968935128,-53.13594375626106,13.054533004760742,0.0465888971763259,10.847355997415631,15.49521255493164,14.600303649902344,14.384162902832031,13.874942779541016,21.570711497817378,,,,,,,,,,,,,,,,1.1110496520996094,52.21813201904297,,
1964,7674,639,312.45704273060164,-52.08781580620936,5.256619930267334,0.0491006348131679,10.980446945415352,15.47589111328125,14.603874206542969,14.264902114868164,13.96123218536377,19.470452940401564,,,,,,,,,,,,,,,,1.210988998413086,21.026479721069336,,
1965,7676,5769,301.39147441466,-56.14536104618364,18.04104995727539,0.053677132344914,10.856864561064336,15.494418144226074,14.608095169067385,14.687437057495115,13.937294006347656,22.560104824107103,,,,,,,,,,,,,,,,0.806981086730957,72.16419982910156,,
1966,7677,3408,312.59132034173774,-51.43509258497015,15.034056663513184,0.0485372766852378,10.638606978583008,15.394920349121094,14.617398262023926,14.622392654418944,13.99145793914795,22.0290801424168,,,,,,,,,,,,,,,,0.7725276947021484,60.136226654052734,,
1967,7678,2145,312.80199512347133,-50.75184560617105,6.732644081115723,0.049267416860767,10.990875486304883,15.54799461364746,14.617883682250977,14.28393840789795,13.873407363891602,20.049544883447847,,,,,,,,,,,,,,,,1.2640562057495115,26.93057632446289,,
1968,7680,3961,310.77923343225984,-56.14806962219107,4.283648014068604,0.0515990298862021,11.18655640368057,15.609206199645996,14.619905471801758,14.1605806350708,13.912761688232422,18.972211248006825,,,,,,,,,,,,,,,,1.448625564575195,17.134592056274414,,
1969,7681,4253,309.03389040378187,-52.92476413598493,4.106894016265869,0.0481533127828052,11.033859303209248,15.54818058013916,14.619998931884766,14.270339012145996,13.931982040405272,18.975070187930434,,,,,,,,,,,,,,,,1.277841567993164,16.427576065063477,,
1970,7682,362,309.8869126495038,-53.10109760606172,4.188737869262695,0.0484968838008593,11.04108576152472,15.531970024108888,14.621746063232422,14.248620986938477,13.96190071105957,18.99599079261046,,,,,,,,,,,,,,,,1.2833490371704102,16.75495147705078,,
1971,7686,292,303.1286061697117,-56.79833612243476,6.680657863616943,0.0487315264066914,10.933688136234144,15.546124458312988,14.636812210083008,14.484127044677734,13.977372169494627,20.239092646696093,,,,,,,,,,,,,,,,1.061997413635254,26.722631454467773,,
1972,7688,4449,314.13191058119867,-52.14220406407106,3.701024055480957,0.0477396933047595,11.05942305052984,15.592267990112305,14.645463943481444,14.205129623413086,13.94931983947754,18.68558705011728,,,,,,,,,,,,,,,,1.3871383666992188,14.804096221923828,,
1975,7693,1085,311.121148163217,-53.559110721350166,5.306765079498291,0.0483100879075483,11.00228587532943,15.575621604919434,14.66080379486084,14.339242935180664,13.97570514678955,19.604619553179948,,,,,,,,,,,,,,,,1.2363786697387695,21.227060317993164,,
1976,7694,1476,305.22805176111973,-52.53409055268259,6.494531154632568,0.0506250227282235,10.970588648795038,15.569490432739258,14.66218376159668,14.479228019714355,13.978872299194336,20.16972941914584,,,,,,,,,,,,,,,,1.0902624130249023,25.978124618530277,,
1978,7696,4033,304.20167241541174,-57.194764238765714,6.18300199508667,0.0557875182264617,11.117293406710385,15.602808952331545,14.663602828979492,14.361801147460938,13.991159439086914,19.958289148779457,,,,,,,,,,,,,,,,1.2410078048706057,24.73200798034668,,
1979,7697,1508,314.40728440710933,-57.01530866618658,7.821557998657227,0.0511587252805405,10.633105419261192,15.432254791259766,14.66571044921875,14.755425453186035,14.099126815795898,20.76430605118725,,,,,,,,,,,,,,,,0.6768293380737305,31.286231994628903,,
1980,7698,4221,302.7864979263092,-56.69940568853492,4.851644039154053,0.0538311776583606,11.118543059726171,15.614516258239746,14.672064781188965,14.315025329589844,13.983904838562012,19.39751426056623,,,,,,,,,,,,,,,,1.2994909286499023,19.40657615661621,,
1981,7699,2502,304.8527589121256,-52.74619605100416,4.374107837677002,0.0541274457278041,11.095025885752769,15.595553398132324,14.676240921020508,14.32693576812744,14.008627891540527,19.15717814392613,,,,,,,,,,,,,,,,1.2686176300048828,17.496431350708008,,
1982,7700,1393,312.92489399303486,-52.780993662752216,6.286559104919434,0.045460719203325,10.941913213866869,15.562432289123535,14.676435470581056,14.250659942626951,14.012231826782228,19.854322555286657,,,,,,,,,,,,,,,,1.311772346496582,25.14623641967773,,
1983,7702,978,309.53211930949146,-51.57229074255968,5.502350807189941,0.0489772160979446,10.972098495470584,15.616588592529297,14.679899215698242,14.446861267089844,14.010679244995115,19.780661875054697,,,,,,,,,,,,,,,,1.1697273254394531,22.00940322875977,,
1984,7704,5398,307.0102625994416,-55.37912226616162,6.837480068206787,0.0601883053375545,11.251596496162996,15.624224662780762,14.68764877319336,14.233052253723145,13.987476348876951,20.058407294532557,,,,,,,,,,,,,,,,1.3911724090576172,27.34992027282715,,
1985,7705,2251,312.71218354865255,-52.7302795430868,5.726171016693115,0.0442348423442889,10.86953978103626,15.573287963867188,14.687697410583496,14.396692276000977,14.038622856140137,19.80919763481839,,,,,,,,,,,,,,,,1.176595687866211,22.90468406677246,,
1986,7708,1279,304.18699215290354,-57.55409496806812,6.276052951812744,0.064008966730816,11.24467513289139,15.669803619384766,14.69679832458496,14.426898956298828,13.988709449768066,20.07618015203112,,,,,,,,,,,,,,,,1.2429046630859375,25.104211807250977,,
1987,7709,2722,309.3010015263959,-54.65181347251159,4.450789928436279,0.0484568561094355,11.363129182274012,15.66840934753418,14.70302677154541,13.335684776306152,13.999677658081056,18.203213164737928,,,,,,,,,,,,,,,,2.332724571228028,17.803159713745117,,
1988,7711,2820,313.9906754798969,-51.196310831119696,20.54733085632324,0.047276039212434,10.312791452148778,15.4037446975708,14.710891723632812,15.40495491027832,14.172353744506836,23.500451724585936,,,,,,,,,,,,,,,,-0.0012102127075195,82.18932342529297,,
1989,7712,1916,305.49633639520687,-57.77697042314589,6.454206943511963,0.0567192387474937,11.062884646598912,15.638956069946287,14.712053298950195,14.444345474243164,14.04213809967041,20.128002771018263,,,,,,,,,,,,,,,,1.194610595703125,25.81682777404785,,
1990,7714,3028,300.9796454991379,-56.70368491444973,4.797331809997559,0.054807499051094,11.091682449244578,15.66512680053711,14.717055320739746,14.395545959472656,14.036619186401367,19.43524415206201,,,,,,,,,,,,,,,,1.2695808410644531,19.189327239990234,,
1991,7716,95,300.11598027617515,-58.8637322818356,5.328221797943115,0.0536371065078628,11.216749884804448,15.760451316833496,14.718135833740234,14.212250709533691,13.947102546691896,19.51717791048251,,,,,,,,,,,,,,,,1.548200607299805,21.31288719177246,,
1992,7718,3423,310.3962378070327,-53.67712827995845,8.402939796447754,0.0417588890778566,10.910230019873945,15.72442626953125,14.719440460205078,14.444418907165527,13.974720001220703,20.7410590027279,,,,,,,,,,,,,,,,1.2800073623657229,33.611759185791016,,
1993,7721,1049,312.51371088695385,-52.79508440520566,5.553674221038818,0.0427130358171143,10.867537628897557,15.599130630493164,14.730386734008787,14.30611801147461,14.088852882385254,19.64729142379243,,,,,,,,,,,,,,,,1.293012619018555,22.214696884155277,,
1995,7723,1252,313.05669907044216,-53.30299509102275,4.287534236907959,0.0426495052120357,10.848200965422013,15.620800971984863,14.733962059020996,14.38247299194336,14.06966781616211,19.166182660500432,,,,,,,,,,,,,,,,1.238327980041504,17.150136947631836,,
1996,7724,3710,313.3337840290111,-51.92474166033383,4.359629154205322,0.04728604613529,10.950261607344371,15.650815963745115,14.735503196716309,14.327117919921877,14.07162094116211,19.136357125715527,,,,,,,,,,,,,,,,1.3236980438232422,17.43851661682129,,
1997,7725,4069,308.05805363467056,-52.40285474845199,26.17294692993164,0.0447276095251202,10.204759045009876,15.470854759216309,14.739177703857422,15.613581657409668,14.193541526794434,24.236599665212022,,,,,,,,,,,,,,,,-0.1427268981933593,104.69178771972656,,
1999,7727,401,314.52422392443646,-54.093809239513845,8.406761169433594,0.043129837509121,10.799883726774071,15.610797882080078,14.74152660369873,14.40764331817627,14.102858543395996,20.64892476187927,,,,,,,,,,,,,,,,1.2031545639038086,33.627044677734375,,
2001,7731,3514,310.47005927571297,-50.4335118415825,3.617269992828369,0.044577505682281,10.907524693713372,15.649252891540527,14.749324798583984,14.349528312683104,14.114551544189451,18.769603490773772,,,,,,,,,,,,,,,,1.299724578857422,14.469079971313477,,
2002,7734,1061,301.9002217540831,-53.07399111240049,5.912936210632324,0.0498845104368836,11.050330621205822,15.65761947631836,14.754128456115724,14.254718780517578,14.072379112243652,19.743670550385342,,,,,,,,,,,,,,,,1.4029006958007812,23.651744842529297,,
2003,7736,3960,315.32736207500113,-52.64914127071086,4.406948089599609,0.0374392340450405,10.706964751729128,15.65695858001709,14.760499954223633,14.50864315032959,14.099336624145508,19.37021489940249,,,,,,,,,,,,,,,,1.1483154296875,17.627792358398438,,
2004,7741,4274,299.6213291828743,-55.15358323748637,4.397658824920654,0.0583770523006285,11.181832484580942,15.751388549804688,14.770746231079102,14.405027389526367,14.050597190856934,19.2726210353734,,,,,,,,,,,,,,,,1.3463611602783203,17.590635299682617,,
2005,7745,2522,302.7521232002317,-56.76547132358088,5.205918788909912,0.0594275242883365,11.190393154296142,15.732344627380373,14.784530639648438,14.340815544128418,14.084271430969238,19.57133807447361,,,,,,,,,,,,,,,,1.3915290832519531,20.82367515563965,,
2006,7746,1398,313.83768354282506,-54.75780424092589,3.980210065841675,0.0439971041566362,10.90861643677086,15.700528144836426,14.785921096801758,14.35178565979004,14.11538028717041,19.00997419211077,,,,,,,,,,,,,,,,1.3487424850463867,15.9208402633667,,
2007,7747,1922,305.68056540862824,-53.02192840326899,4.790463924407959,0.0486069599522747,11.029665542574609,15.715914726257324,14.792732238769531,14.28576946258545,14.167497634887695,19.33101419189843,,,,,,,,,,,,,,,,1.430145263671875,19.16185569763184,,
2008,7748,1771,312.16581707578547,-49.79674026921046,3.910809993743897,0.0487770776408257,10.84259945492319,15.663095474243164,14.796686172485352,14.590256690979004,14.149526596069336,19.151020893019908,,,,,,,,,,,,,,,,1.0728387832641602,15.643239974975586,,
2009,7749,2462,310.9237873491879,-52.99606885853591,4.79654598236084,0.0473661015181375,10.901584764477333,15.688172340393066,14.798827171325684,14.461341857910156,14.164457321166992,19.486920895274643,,,,,,,,,,,,,,,,1.2268304824829102,19.18618392944336,,
2011,7756,3339,313.1826398604603,-52.68522084432608,6.350025177001953,0.0488020949479656,10.833038992906609,15.659775733947754,14.809123992919922,14.339406967163086,14.158411979675291,19.92313756844521,,,,,,,,,,,,,,,,1.320368766784668,25.40010070800781,,
2012,7758,3984,302.5863143838862,-56.20292520123903,7.124056816101074,0.0530205104059708,10.942611796221207,15.727182388305664,14.813660621643066,14.532806396484377,14.164681434631348,20.39891801740873,,,,,,,,,,,,,,,,1.194375991821289,28.496227264404297,,
2013,7759,4221,300.6284025937067,-56.18730721462818,5.64572811126709,0.0562956123465921,11.0657317796033,15.753788948059082,14.814441680908203,14.511688232421877,14.116668701171877,19.896024802349483,,,,,,,,,,,,,,,,1.242100715637207,22.58291244506836,,
2014,7760,410,301.74632324312046,-53.34947265004165,7.60650110244751,0.0469558176810438,10.79825027302151,15.709522247314451,14.814851760864258,14.599379539489746,14.165081977844238,20.608168050224787,,,,,,,,,,,,,,,,1.110142707824707,30.42600440979004,,
2015,7763,738,312.40178424204026,-53.08326811905415,4.588769912719727,0.0414892500439068,10.705531543366408,15.691240310668944,14.82540512084961,14.642497062683104,14.192742347717283,19.56853176674196,,,,,,,,,,,,,,,,1.0487432479858398,18.355079650878903,,
2016,7764,2333,314.5022792180681,-53.47979233902269,5.59695291519165,0.0397641757885717,10.786266354342096,15.759481430053713,14.830239295959473,14.563408851623535,14.13890552520752,19.958640410210563,,,,,,,,,,,,,,,,1.1960725784301758,22.3878116607666,,
2018,7770,4040,314.2503326787129,-49.41622469025739,4.965624809265137,0.0537438470183262,11.141641389692255,15.764391899108888,14.84222412109375,14.17409610748291,14.158163070678713,19.278260435745125,,,,,,,,,,,,,,,,1.5902957916259766,19.862499237060547,,
2019,7771,666,301.98378838476475,-54.330962251868186,6.238461017608643,0.0500879845349545,10.896582659791926,15.777453422546388,14.84353256225586,14.58023452758789,14.171016693115234,20.17108183417814,,,,,,,,,,,,,,,,1.197218894958496,24.95384407043457,,
2020,7773,1558,316.7108321210639,-54.996397661315264,2.962424993515014,0.0425394290606203,10.814335755901896,15.7085599899292,14.845627784729004,14.427459716796877,14.242506980895996,18.399870957840893,,,,,,,,,,,,,,,,1.2811002731323242,11.84969997406006,,
2021,7776,1395,312.9240263800202,-52.7710931461212,8.114364624023438,0.0459868139844932,11.082611640761789,16.03315544128418,14.85264778137207,14.461348533630373,13.899286270141602,20.74036397492603,,,,,,,,,,,,,,,,1.5718069076538086,32.45745849609375,,
