,Unnamed: 0,CATID,RA,DEC,Re,z,Mstar,GAL_MAG_U,GAL_MAG_G,GAL_MAG_R,GAL_MAG_I,GAL_MAG_Z,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_E_R,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,Ellipticity_r,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re
20,2097,338660983408796,339.187375870399,-33.8543866070458,2.13245279256415,0.0291,10.10709978397366,16.5581160944574,15.4636864355198,14.909807528207,14.6501161258772,14.4096032406235,,,,,,,,,,,,,,,,0.8135703096425999,8.5298111702566,,
21,2098,338660119907837,340.167088285412,-33.9440786821868,3.28359107265641,0.0819,11.173070410024607,18.1361203400739,16.27729252338,15.3695497042061,14.9913018260831,14.7070324902644,,,,,,,,,,,,,,,,1.285990697296901,13.13436429062564,,
22,2099,338660459707380,339.781483962575,-33.9882794150663,3.06825956831028,0.0828,11.146297621066036,18.5020579695363,16.6256245187443,15.6517403063968,15.2453288557526,14.9467779919122,,,,,,,,,,,,,,,,1.3802956629916991,12.27303827324112,,
23,2100,338660543903597,339.686221189337,-34.3446132938527,2.59557984297976,0.06826093,10.761801647238498,18.5745903070668,16.8948701002903,16.0081022350683,15.6215133319192,15.3486375577347,,,,,,,,,,,,,,,,1.2733567683711016,10.38231937191904,,
24,2101,338660506702193,339.728849253242,-34.4767819576626,1.5989136315682,0.058,10.488693960746009,19.08004421465,17.2229214352133,16.3574934189218,15.9552361496616,15.6727142004709,,,,,,,,,,,,,,,,1.2676852855517016,6.3956545262728,,
25,2103,338660838311409,339.352618395414,-33.6087808240676,4.47437695190672,0.068750896,10.847081570400682,17.2396233507978,15.8577416512445,15.2230640662494,14.8892474913773,14.6545450621295,,,,,,,,,,,,,,,,0.9684941598672,17.89750780762688,,
26,2111,338660781903752,339.414816649126,-34.3299085584525,2.5090545007381,0.07946,10.691507958912172,19.2813505556984,17.485737192962,16.5518062051719,16.1754842632791,15.8781156307017,,,,,,,,,,,,,,,,1.3102529296828995,10.0362180029524,,
27,2143,338660942804681,339.231729262894,-34.2420175019209,1.67102278025261,0.05923282,9.81770723826845,19.8567543824253,18.3972868886678,17.6259729285257,17.328174511316,17.0810931237502,,,,,,,,,,,,,,,,1.0691123773518,6.68409112101044,,
28,2178,338660700603978,339.507545425871,-34.3087318463325,2.44635826198989,0.05757,9.603514133993466,18.8475968470658,17.6690731914828,17.2150112605755,17.0369654845668,16.8212476026203,,,,,,,,,,,,,,,,0.632107706915999,9.78543304795956,,
29,2258,338660398210479,339.850465838126,-33.6963439724198,6.4074980618142,0.0584,10.0912196493625,18.0767019842512,16.8731065197057,16.3932002321831,16.0982759762675,15.894358959553,,,,,,,,,,,,,,,,0.774830543438199,25.6299922472568,,
30,2296,338660379309724,339.872083917472,-33.7673910555842,6.55800440163469,0.0585,9.991213370382749,18.1764738633209,16.9326101918643,16.4771119838446,16.2282368542269,16.0655742060894,,,,,,,,,,,,,,,,0.7043733376373993,26.23201760653876,,
31,2468,338660892508151,339.290222833478,-33.9154228726058,2.8382545484988,0.02879,8.822003941505354,19.3737027481994,18.2699155682057,17.792423568236,17.595036449076,17.4387689434758,,,,,,,,,,,,,,,,0.6748791191296988,11.3530181939952,,
32,2810,338660473301836,339.76706789859,-34.5103517631989,6.96215231855231,0.02843,8.396560074427953,19.8457172796319,18.8124560070918,18.446449770011,18.3162287656645,18.1585797296427,,,,,,,,,,,,,,,,0.4962272414272988,27.84860927420924,,
33,2827,339670582310325,339.841631723103,-32.7110907619344,4.14182036170342,0.05738303,10.95032166784874,17.7645902306833,15.9449616492131,15.0934754775131,14.7141361408631,14.4745365012328,,,,,,,,,,,,,,,,1.2308255083499997,16.56728144681368,,
34,2828,339670361508446,340.089313607757,-32.8876987374835,3.96232176531577,0.03879684,10.614707613930577,17.657556490278,15.8987812228809,15.0488817427994,14.6900940307042,14.7892628937838,,,,,,,,,,,,,,,,1.2086871921766988,15.84928706126308,,
35,2834,339670828905666,339.564484538163,-33.1495925433026,3.99639750349117,0.08006,10.75560781722854,18.3007411732182,16.8248289740066,16.074271485211,15.70244920784,15.4791296383869,,,,,,,,,,,,,,,,1.122379766166599,15.98559001396468,,
36,2850,339670581007218,339.843229865379,-33.0036601410498,5.57861971194782,0.0138228955,9.224809839626904,16.4162891647406,15.4456743793308,15.03531413527,14.8578618875726,14.6957090905707,,,,,,,,,,,,,,,,0.5878124917581999,22.31447884779128,,
37,2853,339670351704880,340.101451776018,-33.2234654951967,3.66093458985432,0.02876,9.47382735120128,17.5236803812464,16.4941263926303,16.0957743173566,15.8713128199013,15.7251356404784,,,,,,,,,,,,,,,,0.6228135727289992,14.64373835941728,,
38,2869,339670357908412,340.093361132262,-32.8908909594057,2.82475033128491,0.03832,9.533564994908057,19.6958842700703,18.1566456512991,17.4004861898172,17.0995555983577,17.2353129824407,,,,,,,,,,,,,,,,1.0570900529414011,11.29900132513964,,
39,2946,339670936408028,339.444480371864,-32.9268897718653,3.26930620955931,0.02769,8.759655944915316,17.6492217331929,16.9991065500416,16.8573653074463,16.8098362784993,16.7480297349347,,,,,,,,,,,,,,,,0.1892702715422984,13.07722483823724,,
40,2973,339670875307971,339.513007665753,-32.9324325053745,4.05854229156289,0.0281,9.162539949818754,17.9620414423513,16.9178943739428,16.5719477456331,16.4052624684391,16.2855234535565,,,,,,,,,,,,,,,,0.5126319055036994,16.23416916625156,,
41,3047,339670215710560,340.251783105278,-32.688159935164,2.76674083326477,0.0281,8.918546523897204,18.6031650466923,17.6283313521765,17.2474625919992,17.0793847841304,17.0850234611641,,,,,,,,,,,,,,,,0.5489465680460981,11.06696333305908,,
42,3082,339670127706146,340.352836648725,-33.1033939232106,7.27601724641394,0.02868,9.464623294284465,17.6962453920135,16.6163748914193,16.1952219865138,15.9555381533149,15.8132188064913,,,,,,,,,,,,,,,,0.6608367381044022,29.10406898565576,,
43,3122,339670279609162,340.180860020902,-32.8200331358951,1.61697276231077,0.03853,8.888404997894975,20.7214148443529,19.2676306729425,18.6924453043571,18.3964359944119,18.2438133040446,,,,,,,,,,,,,,,,0.8711946785305997,6.46789104924308,,
44,3306,339670366008364,340.08429243959,-32.8954317238904,2.59783312502044,0.0379,9.089819497722248,20.2127473211017,18.9022165182967,18.2546475778787,17.9683478166134,18.1417983862683,,,,,,,,,,,,,,,,0.933868701683302,10.39133250008176,,
45,3315,339670913807802,339.469754175767,-32.9482401324664,4.31616132552928,0.0283,8.782630226895655,18.5134748024631,17.5808375271404,17.2962617710108,17.1774042862691,17.0327639340561,,,,,,,,,,,,,,,,0.4034332408713013,17.26464530211712,,
46,3474,339670182806835,340.290539369305,-33.0387735902771,4.11335294790881,0.03847,8.81514666359369,20.0186287569985,18.8651216048972,18.3551460151141,18.2047377329743,17.9102858693931,,,,,,,,,,,,,,,,0.6603838719228996,16.45341179163524,,
47,3480,339670472809004,339.964407956643,-32.8353802457077,6.1172578425643,0.03838,8.939126341649327,18.85237935972,17.8837164115287,17.5831430965892,17.4645965710156,17.3352942740459,,,,,,,,,,,,,,,,0.4191198405130976,24.4690313702572,,
48,3495,339681112703398,339.450186785627,-32.3621895487488,4.00445858442539,0.048830446,10.529632706608746,16.7290475742344,15.4916147697093,14.9689378418194,14.6836722775125,14.6195980541026,,,,,,,,,,,,,,,,0.8079424921967995,16.01783433770156,,
49,3496,339680783801273,339.816432083274,-32.5633448303548,5.04452656028768,0.0573,11.01268359105625,17.8407433241484,15.9836816897507,15.1063136132826,14.6811192831348,14.4689896332676,,,,,,,,,,,,,,,,1.3025624066159,20.17810624115072,,
50,3497,339680311304056,340.343350356481,-32.3009569917997,2.39615879318094,0.05638,10.469633370570929,18.8951096590782,17.1017214189566,16.2837110783903,15.8738234674035,15.6770395523267,,,,,,,,,,,,,,,,1.2278979515531,9.58463517272376,,
51,3500,339680386202898,340.260220656709,-32.4101970735602,3.13341379292195,0.05564,10.443436069029593,18.321125917074,16.7777076109702,16.0319334815566,15.6811008516014,15.5231132745219,,,,,,,,,,,,,,,,1.0966067593688005,12.5336551716878,,
52,3528,339680228203816,340.436032881551,-32.3232716730069,3.02504391647892,0.05461,10.100016005002212,17.6242905213446,16.5799566501846,16.1351675068142,15.8523446376893,15.7851331970458,,,,,,,,,,,,,,,,0.7276120124952996,12.10017566591568,,
53,3565,339680880505587,339.709691077523,-32.1569219134325,2.58294316176026,0.05739,9.642416770133297,18.4350098860611,17.3312766128327,17.0061325594974,16.7840718144211,16.7652447615451,,,,,,,,,,,,,,,,0.5472047984115989,10.33177264704104,,
54,3608,339681088802059,339.476103410044,-32.4883821292559,13.0574159169613,0.02747,9.923318514491717,16.0569473206827,15.1232637422978,14.7641138881903,14.5543006321234,14.573837655305,,,,,,,,,,,,,,,,0.5689631101743995,52.2296636678452,,
55,3621,339680957300397,339.622246531421,-32.6453961737022,1.86518980811045,0.0383,8.721750501870499,19.2181373803433,18.3528117438588,18.0789429893357,17.9590030395086,17.9027898394035,,,,,,,,,,,,,,,,0.3938087043501994,7.4607592324418,,
56,3769,339681040400985,339.529608464406,-32.5897200456086,1.69104092739603,0.04049,8.81925055149949,19.9493917491501,18.8275896637216,18.5241052411192,18.2164611190473,18.3105838149507,,,,,,,,,,,,,,,,0.6111285446743011,6.76416370958412,,
57,3805,339680182009201,340.484813964949,-31.8160184098578,9.82574445216714,0.02898,9.53177920300521,16.3499550503689,15.5612664374641,15.3511646249994,15.2292443765684,15.2433303044234,,,,,,,,,,,,,,,,0.3320220608957012,39.30297780866856,,
58,4171,339680315004556,340.339053306341,-32.2538860273114,2.71125488992088,0.0418,8.688120918023484,19.9959845053403,19.0154735748574,18.646143695813,18.479520014171,18.393686641587,,,,,,,,,,,,,,,,0.5359535606863979,10.84501955968352,,
59,4246,339690303007353,340.548027998659,-31.0904877067858,4.51472961714043,0.0282,10.206026098158697,16.3367811106393,15.1117621514962,14.5951754014154,14.3117429919125,14.1754021984368,,,,,,,,,,,,,,,,0.8000191595836998,18.05891846856172,,
60,4331,339690233810462,340.622811937957,-30.7975112886327,3.99742240401079,0.02831,9.381790399695516,17.8935287461347,16.7191851940723,16.324302929224,16.0860092591454,16.0534424205815,,,,,,,,,,,,,,,,0.6331759349268999,15.98968961604316,,
61,4335,339690330703949,340.518647697963,-31.4111032474243,2.08597360745515,0.0319,9.088223856705728,18.603282229818,17.6088704599329,17.222996966195,17.0116269193325,16.9267432330082,,,,,,,,,,,,,,,,0.5972435406003989,8.3438944298206,,
62,4838,339690502207457,340.328972817425,-31.0810976569239,1.808109807741,0.04135,8.745976334660483,20.0961426914881,18.9719078227362,18.5911277614266,18.3910245122376,18.3529343731182,,,,,,,,,,,,,,,,0.5808833104985993,7.232439230964,,
63,4982,339690284507232,340.568414640935,-31.1018253612055,2.48733137518591,0.0286,8.328107679958595,19.9116272957505,18.8670236176991,18.5864577146673,18.4175627188681,18.3319088081703,,,,,,,,,,,,,,,,0.4494608988309991,9.94932550074364,,
64,5106,339690916904133,339.871923908643,-31.3937532593865,7.73957896804367,0.02806,8.841417650715922,18.5115029042221,17.530620593791,17.1962560192454,17.0856059513334,16.950285502433,,,,,,,,,,,,,,,,0.4450146424576005,30.95831587217468,,
65,5126,339700883707451,340.112489934193,-30.0814139620561,4.1859038925556,0.0591,10.869507889894582,17.6812700917625,16.0527623615021,15.2425380082658,14.8785037127288,14.5859277258752,,,,,,,,,,,,,,,,1.1742586487733,16.7436155702224,,
66,5129,339700541304322,340.485355314349,-30.3763458729352,5.52642787501428,0.05821,10.806785803365267,17.8469651679186,16.1887898684349,15.3392244728761,15.0105578171568,14.7686046009538,,,,,,,,,,,,,,,,1.1782320512780995,22.10571150005712,,
67,5130,339700540504374,340.486224216646,-30.3714486865195,5.60192909809195,0.05893,10.790482745331252,17.2903246564681,15.8706670203905,15.1525405710288,14.8320399441163,14.6218934206713,,,,,,,,,,,,,,,,1.0386270762741994,22.4077163923678,,
68,5131,339700147603866,340.915290596937,-30.4183013708401,2.93314067187459,0.05882,10.648283953202691,18.5450327362188,16.7699619013942,15.8803239522233,15.5325183554554,15.3084621865466,,,,,,,,,,,,,,,,1.237443545938801,11.73256268749836,,
69,5132,339700230107308,340.823810049842,-30.0945125971966,8.80669631595352,0.0284,10.494515001481345,16.0669202844338,14.7966544149459,14.1454188551662,13.8552730810292,13.6462334006311,,,,,,,,,,,,,,,,0.9413813339167004,35.22678526381408,,
70,5134,339700216004464,340.840352057723,-30.3622640198796,4.63555937916242,0.0591,10.504474456631325,17.5789640238668,16.3568920415348,15.7122255265827,15.4035018277527,15.2184700559778,,,,,,,,,,,,,,,,0.9533902137820984,18.54223751664968,,
71,5138,339700264907177,340.785984399524,-30.1069642235814,4.51357718680179,0.02838,9.821480942725056,16.9154124787109,15.8930070345516,15.3927535196674,15.163020689606,15.0252984776186,,,,,,,,,,,,,,,,0.7299863449455994,18.05430874720716,,
72,5146,339700182105130,340.877042137293,-30.2994223113713,2.13274678471182,0.05915,10.102474252012646,19.6221312299373,18.0660158219035,17.2228339127369,16.8576708187419,16.5707372498583,,,,,,,,,,,,,,,,1.2083450031615968,8.53098713884728,,
73,5156,339700340604216,340.704447686009,-30.3860022343995,4.7841844225788,0.05896,10.36314439335652,16.7441821957745,15.8070765961908,15.4131745742792,15.1797121203763,15.0952844420411,,,,,,,,,,,,,,,,0.6273644758145007,19.1367376903152,,
74,5161,339700451607810,340.582651893191,-30.0477950033144,2.48829664928197,0.00432,7.679942118827175,18.8992400600245,18.3892472438931,17.6349433871176,17.2261370950193,16.8081115933532,,,,,,,,,,,,,,,,1.1631101488737985,9.95318659712788,,
75,5211,339700458107700,340.575599288681,-30.0581628008999,48.6502257124682,0.00415,9.310357823192223,13.4898044060879,12.6273510552633,12.1778273734106,12.0404221620245,11.7515767799816,,,,,,,,,,,,,,,,0.5869288932388006,194.6009028498728,,
76,5322,339700307906099,340.739529562695,-30.2086025603197,3.4258922881725,0.02881,9.040605903229997,19.0709378467769,17.960105159454,17.4492009781815,17.2001956746213,17.077442950544,,,,,,,,,,,,,,,,0.7599094848327006,13.70356915269,,
77,5440,339700188604546,340.870216284976,-30.3544390388303,4.32843462042561,0.05797,9.7586733458853,19.8062299104811,18.6408747428826,17.8877952636078,17.5205536620696,17.3027684481296,,,,,,,,,,,,,,,,1.1203210808129995,17.31373848170244,,
78,5739,339700576204183,340.447268278281,-30.3894541344595,5.02890395949184,0.02607,8.437357106569475,19.8268504537451,18.8411155108655,18.4186214685482,18.2306026850662,18.1527920114997,,,,,,,,,,,,,,,,0.6105128257993009,20.11561583796736,,
79,5771,339700317006107,340.729611604301,-30.2078744159316,4.75205145112102,0.02911,8.64060380190269,19.3106820846772,18.3446590204295,18.005527533014,17.8152706778089,17.7933878581938,,,,,,,,,,,,,,,,0.5293883426205994,19.00820580448408,,
80,5783,339701144104012,339.827247509801,-30.404315337236,4.77988735631768,0.02538,8.295740187394918,20.2774454610706,18.9306050340438,18.4291609396099,18.3949325159994,18.0388698641757,,,,,,,,,,,,,,,,0.5356725180444002,19.11954942527072,,
81,5808,339700126203456,340.938868748358,-30.4568134964301,3.25208457430208,0.02831,8.204365113916602,19.8779818320677,19.0286150330336,18.7509981065846,18.6246894534123,18.6635337778682,,,,,,,,,,,,,,,,0.4039255796212977,13.00833829720832,,
82,5823,339650406007729,340.745296184922,-34.9553020697705,4.85349172956076,0.029096795,10.246561113499212,17.4327430016786,15.8420551540845,15.0794108764387,14.7655449819109,14.4959394590642,,,,,,,,,,,,,,,,1.0765101721736006,19.41396691824304,,
83,5825,339650786907871,340.307700440822,-34.9420255562383,2.67976062338729,0.0593353,10.523005622552551,18.7281811823655,16.8445099490003,16.0433292747167,15.7003138354248,15.4719317635561,,,,,,,,,,,,,,,,1.1441961135755,10.71904249354916,,
84,5827,339650760507609,340.337978138318,-34.966740984137,6.28073241179915,0.0594,10.945865649377373,16.8558439907796,15.3329882180424,14.6703130737502,14.3545582851675,14.1228346365293,,,,,,,,,,,,,,,,0.9784299328749012,25.1229296471966,,
85,5832,339650208208047,340.972373172728,-34.9246898347188,3.47231060802381,0.0749,10.752476500437345,18.7038531213539,16.9524266317541,16.0812093499387,15.7364586867727,15.478938745681,,,,,,,,,,,,,,,,1.2159679449814007,13.88924243209524,,
86,5836,339651223809185,339.806895876421,-34.8164787927601,2.58928511492506,0.058855534,10.656962956324906,18.6809390361835,16.8941794118625,16.0468268503928,15.6042309253075,15.3249307391229,,,,,,,,,,,,,,,,1.2899484865549995,10.35714045970024,,
87,5847,339650036911702,341.166287241107,-34.5796279510757,3.26011853943918,0.075,10.742651694643747,18.9871823498129,17.1514926216696,16.2856652755383,15.8730507702586,15.6813174191518,,,,,,,,,,,,,,,,1.2784418514110012,13.04047415775672,,
88,5855,339651150209357,339.891425360215,-34.8007329619682,3.4973624813663,0.059026144,10.534765159575445,18.7355152059344,16.9651575660208,16.1700017670025,15.76253003295,15.5015337676037,,,,,,,,,,,,,,,,1.2026275330707996,13.9894499254652,,
89,5879,339650510810175,340.624537830121,-34.7251586442759,8.72990100708798,0.028913334,10.03560623263702,17.3480722668038,15.9656734927987,15.3171871936453,15.0302655954738,14.795989452129,,,,,,,,,,,,,,,,0.9354078973249004,34.91960402835192,,
90,5952,339650428607677,340.719343826095,-34.9602481082528,2.35868183955477,0.0409,9.01294891373052,19.3030616636085,18.2572705253645,17.881125447527,17.6850654926613,17.5718792417046,,,,,,,,,,,,,,,,0.5722050327032022,9.43472735821908,,
91,6050,339651207709289,339.825440848543,-34.8067896949952,1.97499467581888,0.05943,9.695698180225484,20.4586246322291,18.8323473636478,18.0952149135821,17.7185547389472,17.5324536880415,,,,,,,,,,,,,,,,1.1137926247005971,7.89997870327552,,
92,6325,339650911310703,340.165890194183,-34.6750486481363,3.9000588596251,0.02979,8.400380758974581,20.3014887709237,19.0835900934447,18.7251237787006,18.522024593702,18.422448548195,,,,,,,,,,,,,,,,0.5615654997426986,15.6002354385004,,
93,6350,340660246805011,341.224384215514,-34.2107624152125,6.16787663756686,0.02892,10.409030073610529,15.4336027252992,14.3071130290212,13.8550435469615,13.6339992531478,13.5117013658848,,,,,,,,,,,,,,,,0.6731137758734,24.67150655026744,,
94,6351,340660310407581,341.150961524273,-33.968987126077,6.64567352221364,0.0683,11.401452664145229,17.0576531844919,15.219006134188,14.3460150205003,13.9739699404478,13.7438577246302,,,,,,,,,,,,,,,,1.2450361937401997,26.58269408885456,,
95,6352,340660180504792,341.299996833513,-34.2311009279034,5.00525014156539,0.0763,11.178913324322105,17.9069284419353,16.1456481560399,15.2427623872001,14.8492440815605,14.5980240513084,,,,,,,,,,,,,,,,1.2964040744794012,20.02100056626156,,
96,6354,340660846906393,340.541460411286,-34.0810842719857,4.01288357921487,0.06886764,10.945697061901036,18.0409328876438,16.220545567739,15.3972127977845,15.0318555326925,14.7605786155511,,,,,,,,,,,,,,,,1.1886900350464984,16.05153431685948,,
97,6356,340661142807830,340.206007474507,-33.9446115499135,3.12488189377743,0.09567,11.07591857230994,18.6804518133716,16.7639806227823,15.8856676720774,15.5048060490429,15.1905189599162,,,,,,,,,,,,,,,,1.259174573739399,12.49952757510972,,
98,6357,340660707008377,340.700736487131,-33.8944894113913,4.39319611109157,0.0817,11.126542041532971,18.5804557364855,16.6710361348153,15.7112228798075,15.2822119929152,14.9699265786735,,,,,,,,,,,,,,,,1.3888241419001002,17.57278444436628,,
99,6358,340660445902005,340.998341134553,-34.4943918594189,4.56138047891677,0.0753,10.98620068453623,18.4387551004226,16.4678462052933,15.5520043567047,15.2196004239892,14.9740808861311,,,,,,,,,,,,,,,,1.2482457813040977,18.24552191566708,,
100,6361,340660982708866,340.388201551247,-33.8477978769352,3.05184631380799,0.0284,9.733171252831209,17.6337865827318,16.3576038855645,15.8025402313412,15.5400112232422,15.3665972174123,,,,,,,,,,,,,,,,0.8175926623223013,12.20738525523196,,
101,6362,340660955508222,340.418767760404,-33.9085376475473,2.84489343902155,0.08123,10.82021496090193,19.0225151663885,17.0905342692241,16.2215267779358,15.8234880935241,15.5357756541277,,,,,,,,,,,,,,,,1.2670461757000009,11.3795737560862,,
102,6368,340660490103763,340.947552105693,-34.3289236314829,3.69872020099973,0.0554,10.41428131359108,18.5097701909235,16.8312339105072,16.0299422548469,15.738363876618,15.4966480222543,,,,,,,,,,,,,,,,1.092870033889202,14.79488080399892,,
103,6380,340661028211404,340.337916557233,-33.6086388283886,5.95283597028434,0.0608,10.734136285168097,17.3180688738586,15.9383485451205,15.2800416583831,14.9500091185692,14.6881273794009,,,,,,,,,,,,,,,,0.988339426551299,23.81134388113736,,
104,6384,340660647210371,340.768645381205,-33.706762213768,3.37699357567218,0.03844,9.736652298188847,18.2263767630595,17.0194445358484,16.4376871455551,16.1926305038677,16.0290605595198,,,,,,,,,,,,,,,,0.8268140319806996,13.50797430268872,,
105,6445,340661172406889,340.171754845688,-34.0330508015623,4.12787545103204,0.0299,8.876474744079339,18.2748817122872,17.4311465274076,17.1545241922913,17.0395610920668,17.0065130417944,,,,,,,,,,,,,,,,0.3915854353407972,16.51150180412816,,
106,6514,340660650603560,340.764529214347,-34.3481225007898,2.15209969624187,0.0289,8.740584660288855,19.2057514581954,18.1803467622166,17.8366641791606,17.6143985859439,17.5504512192361,,,,,,,,,,,,,,,,0.5659481762727019,8.60839878496748,,
107,6687,340661033411976,340.33233354183,-33.5547597055806,3.44597072383319,0.03849,9.117902909826132,19.0052984387268,17.9968185252832,17.5693119768225,17.3771661247216,17.2347504588905,,,,,,,,,,,,,,,,0.6196524005615984,13.78388289533276,,
108,7137,340660788609794,340.608467962437,-33.7609502131458,5.93177147161352,0.0307,8.75880437268245,19.4092824878077,18.3219326909465,17.972746698943,17.7350269320869,17.6519156474207,,,,,,,,,,,,,,,,0.5869057588596007,23.72708588645408,,
109,7168,340660426705569,341.019403094265,-34.1587531326798,5.66401132566792,0.02896,8.549305737567089,19.7915395371497,18.6563735098594,18.2340591775738,18.0928169875453,17.953874780393,,,,,,,,,,,,,,,,0.5635565223140979,22.65604530267168,,
