,ID,RA,DEC,Re,z,Mstar,GAL_MAG_U,GAL_MAG_G,r_mag,GAL_MAG_I,GAL_MU_E_G,GAL_MU_E_R,GAL_MU_E_I,GAL_MAG_Z,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,Ellipticity_r,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,priority,g_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,N_observations_to_complete,remaining_observations,isel
0,38710172907180,39.2031563528789,-29.1841011096572,4.68547104843758,0.0386,9.306205092904843,18.3549398154656,17.0921289345089,16.6080622066387,16.3485299932675,21.68876990981628,21.20470318194608,20.94517096857488,,,,,,,,,,,,,,0.7435989412413981,18.74188419375032,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,21,1,0,1.0
1,38710255605916,39.1246599008365,-29.2897034327691,2.338663910003,0.0448,9.021782849279388,19.8081940411895,18.5332517658336,17.9014358641141,17.5457731330882,21.620965516172763,20.98914961445326,20.633486883427363,,,,,,,,,,,,,,0.9874786327454004,9.354655640012,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,21,1,0,1.0
2,38680436305211,39.0598794679912,-32.2488586864665,2.00098167737674,0.0385,9.05226433740392,20.9495055388439,18.941295595295,17.7232858679728,17.2878542854798,21.690385836526715,20.47237610920451,20.036944526711515,,,,,,,,,,,,,,1.6534413098152,8.00392670950696,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,14,1,0,9.0
3,38680258206041,39.2350304966184,-32.1792138264433,2.42325706125891,0.0357,8.90164726605845,19.8635443252567,18.2488037671099,17.6320029219872,17.3076463335808,21.413675883471264,20.796875038348563,20.47251844994216,,,,,,,,,,,,,,0.9411574335291027,9.69302824503564,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,14,1,0,1.0
4,38680061609223,39.4267619983871,-31.9132539679274,3.12037420365254,0.0392,9.05260928605022,28.285793586608,18.6548748190845,17.6452030833202,17.2516142951573,22.3687828953294,21.359111159565096,20.965522371402194,,,,,,,,,,,,,,1.4032605239272016,12.48149681461016,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,14,1,0,1.0
5,38680044513609,39.4409879533815,-31.5477098731391,1.89452507597434,0.0344,8.62772891463974,22.385085238574,19.9294026229155,18.6367092146754,18.1679599272978,22.559779094551267,21.26708568631117,20.798336398933568,,,,,,,,,,,,,,1.7614426956176992,7.57810030389736,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,14,1,0,1.0
6,38680297509219,39.1951915176684,-31.9145140464364,2.08529017830931,0.039,8.714209472403773,19.6976388744964,18.4320989715796,18.0682345290493,17.8238307780844,21.2708061418776,20.9069416993473,20.6625379483824,,,,,,,,,,,,,,0.6082681934951992,8.34116071323724,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,14,1,0,1.0
7,38680479205048,39.0176418910772,-32.2625213083366,2.94384819120281,0.0379,8.851149879710944,20.2336806323815,18.7883096825052,17.985965234643,17.6253402039983,22.37576141664591,21.57341696878371,21.21279193813901,,,,,,,,,,,,,,1.162969478506902,11.77539276481124,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,26,1,0,8.0
8,38700628102831,39.1696198433906,-30.5474355600732,2.08016343161004,0.0368,9.060590464452078,19.9148385884353,18.2407772808896,17.4652932255946,17.0808877981686,21.074139249597643,20.298655194302643,19.914249766876644,,,,,,,,,,,,,,1.159889482720999,8.32065372644016,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,36,1,0,8.0
9,38700626002825,39.171652196384,-30.5479344447651,2.25871582546719,0.0368,8.854078357421953,20.7145353876019,18.8750087853334,17.9958873183275,17.6063013601345,21.887191440628563,21.008069973622664,20.61848401542966,,,,,,,,,,,,,,1.268707425198901,9.03486330186876,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,21,1,0,9.0
10,38670296908088,39.6006199305075,-33.0087352269036,2.60801738354741,0.0587,9.88201108902144,18.8195440929087,17.100650394039,16.3339411554822,15.9741286058144,20.425077484911085,19.65836824635429,19.298555696686485,,,,,,,,,,,,,,1.1265217882246006,10.43206953418964,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6,1,0,1.0
11,38670764205530,39.1360967497398,-33.222525146298,6.19916939973202,0.0539173,10.18744581865562,18.4522569938908,16.3242366855559,15.4433963243529,15.064596927255,21.52877888794542,20.647938526742426,20.26913912964452,,,,,,,,,,,,,,1.2596397583008994,24.79667759892808,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,26,1,0,8.0
12,38670713306025,39.1868071606362,-33.1812909163951,2.39609982001956,0.0287,9.285616458444508,19.5351441386117,17.3626985132016,16.4472604391323,16.0355072666832,20.50309772758981,19.587659653520515,19.17590648107141,,,,,,,,,,,,,,1.3271912465183997,9.58439928007824,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6,1,0,9.0
