,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,bad_class,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel
34,W214990669501771,214.025460991083,-0.935783170885043,5.77417507677874,0.0485907718539238,9.85608965631086,17.828757080063518,16.70971675672336,16.271322086203156,16.066840514650643,16.019815413151854,21.321646507129085,0.477491235047785,True,,,True,0.0,,,,,,,,,,,,,,0.6428762420727168,23.09670030711496,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,182,0,1.0
35,W214990330905947,214.307637871203,-0.587783125761071,3.27058411916855,0.0365599989891052,8.924661789779458,18.993208736384094,17.988348633464064,17.631798411982583,17.50698285116447,17.46804330265982,21.447799711877153,0.351118432907385,True,,,True,0.0,,,,,,,,,,,,,,0.4813657822995942,13.0823364766742,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,182,0,1.0
36,W213990918601483,212.8178559226,-0.959776948128632,2.18383467177912,0.0869999974966049,10.62593154875001,19.473817317468253,17.597395927377136,16.7400298531508,16.373889782611144,16.132313785938507,19.67900331894196,0.152864325597255,True,,,True,0.0,,,,,,,,,,,,,,1.2235061447659916,8.73533868711648,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,188,0,1.0
37,W213990138306442,213.46813572665,-0.546523414834476,5.26763279728542,0.0830999985337257,10.968531108160382,18.60242847796528,16.95866415658351,16.086170260563478,15.621626239291436,15.378013011445448,20.937122407317243,0.612858013464717,True,,,True,0.0,,,,,,,,,,,,,,1.337037917292072,21.07053118914168,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,182,0,1.0
38,W213990336603974,213.302895346939,-0.752196194544146,4.48198078580023,0.0700000002980232,10.752699379549007,17.584544365711146,16.24149523189536,15.594351236128686,15.232884271737598,15.085142824781467,20.094575869802092,0.254384527335995,True,,,True,0.0,,,,,,,,,,,,,,1.0086109601577622,17.92792314320092,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,182,0,1.0
40,W213990810809454,212.907707772967,-0.295542151103254,2.0164897522983,0.0349299982190132,8.75403711966894,20.006146342967753,18.81870306344625,18.377191684097777,18.156044919528952,18.08301150067664,21.143046462263403,0.431010437179301,True,,,True,0.0,,,,,,,,,,,,,,0.662658143917298,8.0659590091932,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,221,0,8.0
42,W213990282905234,213.347641765661,-0.647196097157763,5.40383622288917,0.0254399999976158,8.754077377131866,18.26684371761621,17.453873127525235,17.205829740485314,17.039603792754434,17.0220217617639,22.112215312929408,0.0426301145711089,True,,,True,0.0,,,,,,,,,,,,,,0.4142693347708004,21.61534489155668,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,182,0,1.0
43,W213990017109886,213.56910711038,-0.25953027535786,3.67367198726903,0.0386999994516372,8.704909333475731,19.737296438780056,18.75161404700122,18.403974014765495,18.23668128064608,18.22720102931926,22.472350579813924,0.2051963223239009,True,,,True,0.0,,,,,,,,,,,,,,0.5149327663551375,14.69468794907612,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,221,0,8.0
44,W214990205308948,214.412290058221,-0.337700024355784,4.4547322515181,0.032159999012947,8.834992762636778,19.56717883697057,18.417236157625652,17.962992091423096,17.762857996804684,17.684431316773825,22.449974804155705,0.659050398193319,True,,,True,0.0,,,,,,,,,,,,,,0.6543781608209684,17.8189290060724,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,220,0,8.0
45,W214990051303581,214.540653005239,-0.784921041698653,5.8799895590392,0.0500999987125396,9.65594321460796,18.59775251409914,17.290985065362673,16.860310163734216,16.64221327640505,16.577229920656492,21.950067620020576,0.297979613791125,True,,,True,0.0,,,,,,,,,,,,,,0.648771788957621,23.5199582361568,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,220,0,4.0
46,W214980068103162,214.526867698546,-1.8197947860857,1.803692447645,0.0549999997019767,10.145479921924606,18.715563913191623,17.285853787192437,16.5887490735889,16.266339211279337,16.117550667221412,19.11243618943155,0.0622127005476269,True,,,True,0.0,,,,,,,,,,,,,,1.0195145759130997,7.21476979058,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
47,W214980334106089,214.305070578505,-1.57593596082334,3.01421973507892,0.0948999971151351,10.81543443523594,19.671598424499393,17.73618721919412,16.776172813763502,16.353944490307477,16.116799607605,20.414922040391534,0.290154705301756,True,,,True,0.0,,,,,,,,,,,,,,1.382242728886645,12.05687894031568,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
48,W214980144304035,214.463325987037,-1.74706637888963,3.53785366153996,0.0546442307531833,9.87417075036045,18.588280307627738,17.335216774046607,16.82430458240626,16.538919303243432,16.445056535885634,20.81087858889242,0.518347990217606,True,,,True,0.0,,,,,,,,,,,,,,0.7962974708031751,14.15141464615984,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
49,W214980949704188,213.791865639001,-1.73436225634109,6.51627665133201,0.0479581616818904,9.823925659054126,17.879420639595153,16.72450006461937,16.309811571562676,16.09536647236639,16.00795057316393,21.622683824233896,0.692455473857116,True,,,True,0.0,,,,,,,,,,,,,,0.6291335922529804,26.06510660532804,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,5.0
50,W214980434103627,214.22172835291,-1.78110941558819,3.41059713598768,0.0544000007212162,9.618946943844112,18.885579075593228,17.64586402157451,17.19001555584592,16.964923948352876,16.901013716330205,21.097042352720788,0.428427950766629,True,,,True,0.0,,,,,,,,,,,,,,0.6809400732216346,13.64238854395072,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
51,W214980601607940,214.082066797321,-1.42170692428181,3.10880621351221,0.0368207208812236,8.917121277971878,17.887095625344678,17.032397209661106,16.93832280593915,16.909318525949374,16.971071797662795,20.644165744038215,0.274428154446971,True,,,True,0.0,,,,,,,,,,,,,,0.1230786837117321,12.43522485404884,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
52,W214980917804357,213.818461794271,-1.72028195137173,5.96472822066829,0.0483557917177677,9.734982663466695,17.899672687085417,16.72431612784806,16.369226385134205,16.182179938854787,16.16181426189341,21.49005436729275,0.339027634478957,True,,,True,0.0,,,,,,,,,,,,,,0.5421361889932719,23.85891288267316,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,250,0,4.0
53,W214980768810759,213.942696915983,-1.18679419307962,3.42005374553139,0.0499067492783069,9.699345251511089,18.381042475132027,17.321993898466463,16.87790931188026,16.619680664998754,16.53943934491927,20.790948648463967,0.2278281195732769,True,,,True,0.0,,,,,,,,,,,,,,0.7023132334677094,13.68021498212556,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
54,W214981008705813,213.742693590083,-1.59894211969247,1.58823664603406,0.0381300002336502,8.810628770353986,20.286390870527665,18.97567696734284,18.48976453947204,18.272529696332796,18.19810583659617,20.73721528348187,0.0591463221432749,True,,,True,0.0,,,,,,,,,,,,,,0.7031472710100459,6.35294658413624,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,237,0,1.0
55,W214980383006925,214.264297787316,-1.50627564821042,11.696745603614,0.0051600001752376,7.350902505175117,17.393782802464436,16.569021357787495,16.499814990289586,16.497045395774776,16.50414324664847,23.083014894005625,0.3994524187893969,True,,,True,0.0,,,,,,,,,,,,,,0.0719759620127185,46.786982414456,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
56,W213980393811512,213.255250269674,-1.12403591088468,4.12968381591902,0.0772100761532783,11.046837609599608,18.238390090717637,16.374833545645696,15.501072251770331,15.124068318996716,14.904947343514747,19.823530942080342,0.257540319032988,True,,,True,0.0,,,,,,,,,,,,,,1.2507652266489817,16.51873526367608,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,221,0,1.0
59,W213980290304056,213.341609644665,-1.74534249692635,2.96328824152863,0.0277699995785951,8.547133113005255,19.51516818568319,18.57969059231005,18.217688231993385,18.01336219644005,17.943075403541872,21.819432402342063,0.245860778307326,True,,,True,0.0,,,,,,,,,,,,,,0.566328395870002,11.85315296611452,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,250,0,8.0
60,W213980577506543,213.102161679512,-1.53812255047208,3.66785366778341,0.0263299997895956,8.203971824914753,20.4799844066347,19.469413312460027,19.144817309818897,18.850378461914197,18.930090809050995,23.209751995489228,0.650331719141127,True,,,True,0.0,,,,,,,,,,,,,,0.6190348505458303,14.67141467113364,,,False,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,221,0,1.0
62,W215991141602719,214.63201271715,-0.856769386506547,4.37210173812015,0.050000000745058,10.80119293617965,17.97008080424493,16.135397267325956,15.276378602612835,14.866010518129888,14.637248194881156,19.72270458114603,0.3381752871834009,True,,,True,0.0,,,,,,,,,,,,,,1.2693867491960678,17.4884069524806,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,169,0,1.0
63,W215991033701947,214.721932092991,-0.92110657089585,4.37747846387991,0.0851000025868415,11.225031971955008,18.160340572814334,16.255273972997777,15.343806794118905,14.958606786783836,14.737659589724654,19.79280156654642,0.117123352011382,True,,,True,0.0,,,,,,,,,,,,,,1.2966671862139414,17.50991385551964,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,169,0,1.0
64,W215991194704058,214.58776768725,-0.745187550617734,3.66158974011579,0.0948999971151351,10.91907943939168,17.979825853812883,16.6090476882144,15.943722474266742,15.54340723846509,15.409650704368904,20.004945568576034,0.241777308239388,True,,,True,0.0,,,,,,,,,,,,,,1.06564044974931,14.64635896046316,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,5.0
65,W215991049811875,214.708551114456,-0.0937972587630692,5.53218654641422,0.0527665019035339,10.511139637880737,17.25570330138031,15.91039370745258,15.32764667301276,15.026614186512194,15.103219707908794,20.285005435644113,0.412284550781552,True,,,True,0.0,,,,,,,,,,,,,,0.8837795209403847,22.12874618565688,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,169,0,1.0
69,W215990913708048,214.821954494124,-0.412706408296651,4.0737703421097,0.0388999991118907,9.422269317331686,18.66559684888093,17.403412143983928,16.932603216067115,16.731277455086154,16.61315491773856,21.225460608303077,0.285362266317554,True,,,True,0.0,,,,,,,,,,,,,,0.6721346888977742,16.2950813684388,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,220,0,8.0
70,W215991143700234,214.630250965228,-1.06383464912722,3.55529889032762,0.0427899993956089,8.646435095752915,21.009946977402336,19.722923788942545,19.24583022988225,18.98648015164399,18.963152346669872,23.24308549807658,0.579917964262308,True,,,True,0.0,,,,,,,,,,,,,,0.7364436372985566,14.22119556131048,,,False,False,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,220,0,1.0
71,W215981061710817,214.698568286877,-1.18194524738446,3.06569582744222,0.0825000032782554,10.975782370698482,19.172532838914215,17.135745649763948,16.171280731356,15.722217634332637,15.490847158913516,19.8468007269738,0.064735296577737,True,,,True,0.0,,,,,,,,,,,,,,1.4135280154313108,12.26278330976888,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
72,W215980886303626,214.844718885695,-1.78119953813197,2.12002412090375,0.0557000003755092,10.210633034650284,19.59928282520378,17.829209766192708,16.962357875298068,16.56307502903087,16.44433069249716,19.83693656808236,0.273452336057141,True,,,True,0.0,,,,,,,,,,,,,,1.2661347371618383,8.480096483615,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
73,W215981109607011,214.658595518256,-1.49909839878249,3.34436950452263,0.0546999983489513,9.616928371711085,18.943629891362303,17.80196536808193,17.31856015444106,17.070426498310145,17.000809916213136,21.183006109601408,0.189509422316079,True,,,True,0.0,,,,,,,,,,,,,,0.7315388697717857,13.37747801809052,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,197,0,1.0
74,W216020042804550,215.148128106571,2.2956875883812,3.83017441144587,0.0780786424875259,10.620606011895845,18.583414758989253,16.971599484006994,16.237742061167353,15.899830296909307,15.72379679686987,20.396709495518525,0.188846107777019,True,,,True,0.0,,,,,,,,,,,,,,1.0717691870976864,15.32069764578348,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,222,0,9.0
75,W216020125612611,215.079323986589,2.96742763247073,4.03151783038679,0.0558097101747989,10.386217949916931,18.797718630736455,17.10738802242062,16.291124671328127,15.945380196903743,15.711805560522668,20.561342277636474,0.531724521371095,True,,,True,0.0,,,,,,,,,,,,,,1.1620078255168735,16.12607132154716,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,222,0,5.0
77,W216000373111383,215.272481811012,0.8651936049089,2.16376665497751,0.0538999997079372,9.87036770905246,20.286431997001472,18.359053137345057,17.598252656594383,17.184342702257617,16.994274194366483,20.517179457101655,0.4722626185780479,True,,,True,0.0,,,,,,,,,,,,,,1.174710435087437,8.65506661991004,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,194,0,1.0
78,W216000551105618,215.124127354135,0.384790918967486,1.8891848991093,0.0362199991941452,8.784615793476862,20.106628039071843,18.99340535699772,18.539406077914418,18.267811241335227,18.1992975639295,21.16365308693266,0.353297633821984,True,,,True,0.0,,,,,,,,,,,,,,0.7255941156624921,7.5567395964372,,,False,False,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,220,0,8.0
79,W216000156911984,215.452661450404,0.915255834667786,3.28653558784877,0.0405000001192092,8.851794488789634,19.69128787166278,18.587749011060637,18.268020909718835,18.03420123669526,18.060631530823663,22.094587288186897,0.620440058951192,True,,,True,0.0,,,,,,,,,,,,,,0.5535477743653772,13.14614235139508,,,False,True,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,194,0,1.0
82,W217000970910729,215.774273557387,0.810698997022299,3.21928642848958,0.0535000003874301,10.09381462043575,19.35111737205412,17.663635401865577,16.861104916910474,16.532879401715128,16.328468323203914,20.6427776923542,0.4449390667520789,True,,,True,0.0,,,,,,,,,,,,,,1.1307560001504484,12.87714571395832,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,194,0,1.0
85,W217000529707064,216.141963562786,0.505290115701197,2.14636370519699,0.031599998474121,8.924808398417074,19.07851754103637,17.870964985226557,17.511394164462182,17.31938820416932,17.227872049253264,20.41278542543861,0.2978226875381839,True,,,True,0.0,,,,,,,,,,,,,,0.5515767810572356,8.58545482078796,,,False,False,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,201,0,1.0
89,W217001070811649,215.691014666458,0.887356196443505,3.65568723153989,0.0542399995028972,9.605371260291223,19.675885104752144,18.208374357676135,17.60808351490153,17.33343658004622,17.18903824509589,21.665803355924343,0.41617627802183,True,,,True,0.0,,,,,,,,,,,,,,0.8749377776299134,14.62274892615956,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,194,0,1.0
90,W217001181503189,215.598802356051,0.182373782586927,8.58084919024465,0.0292605198919773,9.486481178164112,17.444926870525194,16.320300402240868,15.95543908850841,15.762243570890192,15.747769820337425,21.865965116473255,0.187517033789375,True,,,True,0.0,,,,,,,,,,,,,,0.558056831350676,34.3233967609786,,,False,False,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,True,194,0,1.0
91,W217000852913237,215.872610275731,1.01969156100042,2.37160579987802,0.0399000011384487,8.809893168439567,20.548134339223544,19.32394658752495,18.79093959573293,18.530280512795,18.47050725929328,21.90902679628141,0.5548569092401741,True,,,True,0.0,,,,,,,,,,,,,,0.7936660747299484,9.48642319951208,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,257,0,8.0
92,W217000641110495,216.049129037664,0.791205535021936,1.85252649680628,0.0291000008583068,8.31006637702814,20.1839788320611,19.156940934243348,18.80278447805265,18.632375410148633,18.5937472929619,21.384481301977228,0.225571863926737,True,,,True,0.0,,,,,,,,,,,,,,0.5245655240947151,7.41010598722512,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,True,218,0,1.0
93,W217000838907336,215.884286925245,0.527957254489123,3.76909508110126,0.0292000006884336,8.314788155788598,19.49875735190365,18.559307571547144,18.322694821333123,18.249207782536445,18.178405776472495,22.44675496967011,0.380933572353108,True,,,True,0.0,,,,,,,,,,,,,,0.3100997890106995,15.07638032440504,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,194,0,1.0
94,W217000665012406,216.02921144722,0.950448929118547,4.77101934356934,0.0387500002980232,8.916406024071733,19.23974992053093,18.118355240534953,17.779124308032436,17.642254393829575,17.579797135891546,22.41505487657455,0.135651502825296,True,,,True,0.0,,,,,,,,,,,,,,0.4761008467053784,19.08407737427736,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,194,0,1.0
95,W216010384107283,215.263382899659,1.52352557561303,3.01121007118969,0.0842999964952468,10.691737842151529,18.92805095337787,17.234609995906183,16.408394130573967,16.05979618017644,15.81237205655217,20.044974083689237,0.199326455858315,True,,,True,0.0,,,,,,,,,,,,,,1.174813815729742,12.04484028475876,,,True,False,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,172,0,1.0
96,W216010143613375,215.463969791615,2.03112657268425,3.94502560992273,0.0255327299237251,9.722837832324478,16.537711781241068,15.63507776679988,15.195931140950464,15.00567493049039,14.913169735894748,19.419054957006185,0.266142602384711,True,,,True,0.0,,,,,,,,,,,,,,0.6294028363094917,15.78010243969092,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,True,155,0,5.0
