"probe","X","ID","RA","DEC","g_mag","r_mag","i_mag","z_mag","y_mag","GAIA_g_mag","GAIA_bp_mag","GAIA_rp_mag","Mstar","Re","z","GAL_MU_E_R","pmRA","pmDEC","priority","MagnetX_noDC","MagnetY_noDC","type","MagnetX","MagnetY","SkyPosition","fibre_type","x","y","rads","angs","azAngs","angs_azAng"
"51",50,"Sky-A5-2",12.555933,-30.155418012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179443.81,-154818.99,3,"S",179.44381,-154.81899,0,0,0,0
"52",51,"Sky-A5-3",12.5317343,-30.10954347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174686.45,-166029.24,1,"S",174.68645,-166.02924,0,0,0,0
"53",52,"Sky-A5-4",12.4920614,-30.075534382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166495.77,-174241.85,1,"S",166.49577,-174.24185,0,0,0,0
"54",53,"Sky-A5-5",12.4505685,-30.043202765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157919.43,-182050.86,1,"S",157.91943,-182.05086,0,0,0,0
"55",54,"Sky-A5-6",12.4073514,-30.012622087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148977.31,-189438.18,1,"S",148.97731,-189.43818,0,0,0,0
"56",55,"Sky-A5-7",12.3625092,-29.983861733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139690.1,-196386.71,1,"S",139.6901,-196.38671,0,0,0,0
"57",56,"Sky-H1-1",10.9312151,-30.051714106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157609.93,-179666.66,2,"S",-157.60993,-179.66666,0,0,0,0
"58",57,"Sky-H1-2",10.8685019,-30.064233448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-170935.95,-176909.3,0,"S",-170.93595,-176.9093,0,0,0,0
"59",58,"Sky-H1-3",10.8444361,-30.112460383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175606.63,-165055.67,1,"S",-175.60663,-165.05567,0,0,0,0
"60",59,"Sky-H1-4",10.8068246,-30.14821358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-183344.77,-156415.34,1,"S",-183.34477,-156.41534,0,0,0,0
"61",60,"Sky-H1-5",10.7712205,-30.185480698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-190658.22,-147412.7,1,"S",-190.65822,-147.4127,0,0,0,0
