,ID,RA,DEC,Re,z,Mstar,u_mag,g_mag,r_mag,i_mag,z_mag,GAL_MU_E_R,Ellipticity_r,RS_member,r_on_rtwo,ClusterName,ClusterMember,bad_class,GAL_MU_E_U,GAL_MU_0_U,GAL_MU_E_G,GAL_MU_0_G,GAL_MU_0_R,GAL_MU_E_I,GAL_MU_0_I,GAL_MU_E_Z,GAL_MU_0_Z,SersicIndex_r,MassHIpred,WALLABYflag,Dingoflag,g_m_i,IFU_diam_2Re,GAL_MU_R_at_2Re,GAL_MU_R_at_3Re,MW_analogue,EO_wind_galaxy,priority,N_observations_to_complete,type,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,COMPLETED,Tile_number,remaining_observations,isel,MagnetX_noDC,MagnetY_noDC,tile_number,tile_centre_RA,tile_centre_DEC,Filler_Galaxy
0,W19680101203830,19.3907906113463,-32.362829260242,2.81707862904501,0.0588999986648559,9.699971954738873,20.15404773541596,18.436290724698868,17.78511538772863,17.455588809694135,17.264984992508474,21.27698491441022,0.4523005794203399,True,,,True,0.0,,,,,,,,,,,,,,0.9807019150047332,11.26831451618004,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,163773.33146016064,-129091.88029702585,109,18.666129852673023,-31.79162625007817,False
1,W19690959206545,18.3474250139185,-31.2377114782358,6.64171808432523,0.018300000578165,8.941109914555767,18.09016069465948,16.839861187277165,16.387603683947226,16.222925056619736,16.056508467691607,21.74188055320463,0.279765409468819,True,,,True,0.0,,,,,,,,,,,,,,0.6169361306574288,26.56687233730092,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-72027.29355852242,125184.73843637608,109,18.666129852673023,-31.79162625007817,False
2,W18690315307017,17.8748295096105,-31.1980817390708,3.89044253908151,0.0579999983310699,9.655390515645736,19.07505515141737,17.706808539313183,17.24443278714231,17.019614574608887,16.888463949233316,21.437302495235933,0.5008456539052131,True,,,True,0.0,,,,,,,,,,,,,,0.6871939647042957,15.56177015632604,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,-178833.87753213037,134141.05948766548,109,18.666129852673023,-31.79162625007817,False
3,W19690135603938,19.1513823361574,-31.4540256196756,6.11826653575109,0.0350000001490116,9.60480889896712,18.06139484456336,16.866208440932986,16.464452507905026,16.14197656754776,16.10694124043392,21.64046915282197,0.0141029569491469,True,,,True,0.0,,,,,,,,,,,,,,0.7242318733852251,24.47306614300436,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,109667.0612674692,76297.74247098068,109,18.666129852673023,-31.79162625007817,False
4,W19690937401385,18.3676150403048,-31.6677373554921,4.34462314152115,0.0199999995529651,9.75307583141702,18.04961603982404,16.186463634357327,15.461323279741393,15.14140501551681,14.924693743349067,19.893958517119383,0.1524948613919859,True,,,True,0.0,,,,,,,,,,,,,,1.0450586188405175,17.3784925660846,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,-67464.34759521887,27998.890176451845,109,18.666129852673023,-31.79162625007817,False
5,W19691032303359,18.2752693608634,-31.5030455068965,3.29387365092726,0.0333999991416931,8.790020249943613,19.541914891145375,18.48334277067563,18.07476309289884,17.87492188809167,17.81072864032408,21.90617245530331,0.513632908352498,True,,,True,0.0,,,,,,,,,,,,,,0.6084208825839639,13.17549460370904,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,5.0,-88334.47114897464,65219.247959057924,109,18.666129852673023,-31.79162625007817,False
6,W18690017908569,18.1636338178414,-31.06759298828,7.25263370920595,0.0196000002324581,8.81396008275973,17.972562713400244,17.004462909973093,16.654649145969984,16.496156882691256,16.395693607926717,22.200002548608673,0.493990948325429,True,,,True,0.0,,,,,,,,,,,,,,0.5083060272818365,29.0105348368238,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,9.0,-113564.10387194675,163631.51716638627,109,18.666129852673023,-31.79162625007817,False
7,W19680943800640,18.5588193292101,-32.629796035695,7.66575347775073,0.0324999988079071,10.441504555572442,17.64763496870237,15.79630475078118,15.004514276840291,14.645321087469004,14.323811545359852,20.67016320211197,0.708798815850511,True,,,True,0.0,,,,,,,,,,,,,,1.150983663312175,30.66301391100292,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,9.0,-24252.178302620956,-189426.37154940376,109,18.666129852673023,-31.79162625007817,False
8,W18690324903833,17.8665051517881,-31.463434574086,7.92207050067918,0.0340000018477439,9.76408681002708,17.556519044718662,16.20281888759341,15.748692271865483,15.552188924485558,15.395898284027489,21.485760468556993,0.555349474557536,True,,,True,0.0,,,,,,,,,,,,,,0.6506299631078516,31.68828200271672,,,False,False,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,1,5.0,-180715.18239999263,74171.31877423025,109,18.666129852673023,-31.79162625007817,False
9,W19690979100430,18.326556759254,-31.7472330385635,7.53804363143109,0.0198999997228384,9.431515844298612,18.0136819537709,16.472936881539113,15.894790737489584,15.610844652706756,15.443288089999657,21.523958653667165,0.782194104876071,True,,,True,0.0,,,,,,,,,,,,,,0.8620922288323563,30.15217452572436,,,False,False,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,False,-999,3,5.0,-76743.51911269926,10032.86580231545,109,18.666129852673023,-31.79162625007817,False
